scenario,location,tech_type,value
59,PRT_1,hydro_reservoir,1.6428179933707294
59,PRT_2,hydro_reservoir,0.1739601194724856
60,PRT_1,pumped_hydro,0.505776103896104
60,PRT_2,pumped_hydro,0.0058
60,PRT_1,hydro_reservoir,1.6428179933707294
60,PRT_2,hydro_reservoir,0.1739601194724856
61,PRT_1,pumped_hydro,0.505776103896104
61,PRT_2,pumped_hydro,0.0058
61,PRT_1,hydro_reservoir,1.6428179933707294
61,PRT_2,hydro_reservoir,0.1739601194724856
62,PRT_1,pumped_hydro,0.505776103896104
62,PRT_2,pumped_hydro,0.0058
62,PRT_1,hydro_reservoir,1.6428179933707294
62,PRT_2,hydro_reservoir,0.1739601194724856
63,PRT_1,pumped_hydro,0.505776103896104
63,PRT_2,pumped_hydro,0.0058
63,PRT_1,hydro_reservoir,1.6428179933707294
63,PRT_2,hydro_reservoir,0.1739601194724856
64,PRT_1,pumped_hydro,0.505776103896104
64,PRT_2,pumped_hydro,0.0058
64,PRT_1,hydro_reservoir,1.6428179933707294
64,PRT_2,hydro_reservoir,0.1739601194724856
65,PRT_1,pumped_hydro,0.505776103896104
65,PRT_2,pumped_hydro,0.0058
65,PRT_1,hydro_reservoir,1.6428179933707294
65,PRT_2,hydro_reservoir,0.1739601194724856
66,PRT_1,pumped_hydro,0.505776103896104
66,PRT_2,pumped_hydro,0.0058
66,PRT_1,hydro_reservoir,1.6428179933707294
66,PRT_2,hydro_reservoir,0.1739601194724856
67,PRT_1,pumped_hydro,0.505776103896104
67,PRT_2,pumped_hydro,0.0058
67,PRT_1,hydro_reservoir,1.6428179933707294
67,PRT_2,hydro_reservoir,0.1739601194724856
68,PRT_1,pumped_hydro,0.505776103896104
68,PRT_2,pumped_hydro,0.0058
68,PRT_1,hydro_reservoir,1.6428179933707294
68,PRT_2,hydro_reservoir,0.1739601194724856
69,PRT_1,pumped_hydro,0.505776103896104
69,PRT_2,pumped_hydro,0.0058
69,PRT_1,hydro_reservoir,1.6428179933707294
69,PRT_2,hydro_reservoir,0.1739601194724856
70,PRT_1,pumped_hydro,0.505776103896104
70,PRT_2,pumped_hydro,0.0058
70,PRT_1,hydro_reservoir,1.6428179933707294
70,PRT_2,hydro_reservoir,0.1739601194724856
71,PRT_1,pumped_hydro,0.505776103896104
71,PRT_2,pumped_hydro,0.0058
71,PRT_1,hydro_reservoir,1.6428179933707294
71,PRT_2,hydro_reservoir,0.1739601194724856
72,PRT_1,pumped_hydro,0.505776103896104
72,PRT_2,pumped_hydro,0.0058
72,PRT_1,hydro_reservoir,1.6428179933707294
72,PRT_2,hydro_reservoir,0.1739601194724856
73,PRT_1,pumped_hydro,0.505776103896104
73,PRT_2,pumped_hydro,0.0058
73,PRT_1,hydro_reservoir,1.6428179933707294
73,PRT_2,hydro_reservoir,0.1739601194724856
74,PRT_1,pumped_hydro,0.505776103896104
74,PRT_2,pumped_hydro,0.0058
74,PRT_1,hydro_reservoir,1.6428179933707294
74,PRT_2,hydro_reservoir,0.1739601194724856
75,PRT_1,pumped_hydro,0.505776103896104
75,PRT_2,pumped_hydro,0.0058
75,PRT_1,hydro_reservoir,1.6428179933707294
75,PRT_2,hydro_reservoir,0.1739601194724856
76,PRT_1,pumped_hydro,0.505776103896104
76,PRT_2,pumped_hydro,0.0058
76,PRT_1,hydro_reservoir,1.6428179933707294
76,PRT_2,hydro_reservoir,0.1739601194724856
77,PRT_1,pumped_hydro,0.505776103896104
77,PRT_2,pumped_hydro,0.0058
77,PRT_1,hydro_reservoir,1.6428179933707294
77,PRT_2,hydro_reservoir,0.1739601194724856
78,PRT_1,pumped_hydro,0.505776103896104
78,PRT_2,pumped_hydro,0.0058
78,PRT_1,hydro_reservoir,1.6428179933707294
78,PRT_2,hydro_reservoir,0.1739601194724856
79,PRT_1,pumped_hydro,0.505776103896104
79,PRT_2,pumped_hydro,0.0058
79,PRT_1,hydro_reservoir,1.6428179933707294
79,PRT_2,hydro_reservoir,0.1739601194724856
80,PRT_1,pumped_hydro,0.505776103896104
80,PRT_2,pumped_hydro,0.0058
80,PRT_1,hydro_reservoir,1.6428179933707294
80,PRT_2,hydro_reservoir,0.1739601194724856
81,PRT_1,pumped_hydro,0.505776103896104
81,PRT_2,pumped_hydro,0.0058
81,PRT_1,hydro_reservoir,1.6428179933707294
81,PRT_2,hydro_reservoir,0.1739601194724856
82,PRT_1,pumped_hydro,0.505776103896104
82,PRT_2,pumped_hydro,0.0058
82,PRT_1,hydro_reservoir,1.6428179933707294
82,PRT_2,hydro_reservoir,0.1739601194724856
83,PRT_1,pumped_hydro,0.505776103896104
83,PRT_2,pumped_hydro,0.0058
83,PRT_1,hydro_reservoir,1.6428179933707294
83,PRT_2,hydro_reservoir,0.1739601194724856
84,PRT_1,pumped_hydro,0.505776103896104
84,PRT_2,pumped_hydro,0.0058
84,PRT_1,hydro_reservoir,1.6428179933707294
84,PRT_2,hydro_reservoir,0.1739601194724856
85,PRT_1,pumped_hydro,0.505776103896104
85,PRT_2,pumped_hydro,0.0058
85,PRT_1,hydro_reservoir,1.6428179933707294
85,PRT_2,hydro_reservoir,0.1739601194724856
86,PRT_1,pumped_hydro,0.505776103896104
86,PRT_2,pumped_hydro,0.0058
86,PRT_1,hydro_reservoir,1.6428179933707294
86,PRT_2,hydro_reservoir,0.1739601194724856
87,PRT_1,pumped_hydro,0.505776103896104
87,PRT_2,pumped_hydro,0.0058
87,PRT_1,hydro_reservoir,1.6428179933707294
87,PRT_2,hydro_reservoir,0.1739601194724856
88,PRT_1,pumped_hydro,0.505776103896104
88,PRT_2,pumped_hydro,0.0058
88,PRT_1,hydro_reservoir,1.6428179933707294
88,PRT_2,hydro_reservoir,0.1739601194724856
89,PRT_1,pumped_hydro,0.505776103896104
89,PRT_2,pumped_hydro,0.0058
89,PRT_1,hydro_reservoir,1.6428179933707294
89,PRT_2,hydro_reservoir,0.1739601194724856
90,PRT_1,pumped_hydro,0.505776103896104
90,PRT_2,pumped_hydro,0.0058
90,PRT_1,hydro_reservoir,1.6428179933707294
90,PRT_2,hydro_reservoir,0.1739601194724856
91,PRT_1,pumped_hydro,0.505776103896104
91,PRT_2,pumped_hydro,0.0058
91,PRT_1,hydro_reservoir,1.6428179933707294
91,PRT_2,hydro_reservoir,0.1739601194724856
92,PRT_1,pumped_hydro,0.505776103896104
92,PRT_2,pumped_hydro,0.0058
92,PRT_1,hydro_reservoir,1.6428179933707294
92,PRT_2,hydro_reservoir,0.1739601194724856
93,PRT_1,pumped_hydro,0.505776103896104
93,PRT_2,pumped_hydro,0.0058
93,PRT_1,hydro_reservoir,1.6428179933707294
93,PRT_2,hydro_reservoir,0.1739601194724856
94,PRT_1,pumped_hydro,0.505776103896104
94,PRT_2,pumped_hydro,0.0058
94,PRT_1,hydro_reservoir,1.6428179933707294
94,PRT_2,hydro_reservoir,0.1739601194724856
95,PRT_1,pumped_hydro,0.505776103896104
95,PRT_2,pumped_hydro,0.0058
95,PRT_1,hydro_reservoir,1.6428179933707294
95,PRT_2,hydro_reservoir,0.1739601194724856
96,PRT_1,pumped_hydro,0.505776103896104
96,PRT_2,pumped_hydro,0.0058
96,PRT_1,hydro_reservoir,1.6428179933707294
96,PRT_2,hydro_reservoir,0.1739601194724856
97,PRT_1,pumped_hydro,0.505776103896104
97,PRT_2,pumped_hydro,0.0058
97,PRT_1,hydro_reservoir,1.6428179933707294
97,PRT_2,hydro_reservoir,0.1739601194724856
98,PRT_1,pumped_hydro,0.505776103896104
98,PRT_2,pumped_hydro,0.0058
98,PRT_1,hydro_reservoir,1.6428179933707294
98,PRT_2,hydro_reservoir,0.1739601194724856
99,PRT_1,pumped_hydro,0.505776103896104
99,PRT_2,pumped_hydro,0.0058
99,PRT_1,hydro_reservoir,1.6428179933707294
99,PRT_2,hydro_reservoir,0.1739601194724856
100,PRT_1,pumped_hydro,0.505776103896104
100,PRT_2,pumped_hydro,0.0058
100,PRT_1,hydro_reservoir,1.6428179933707294
100,PRT_2,hydro_reservoir,0.1739601194724856
101,PRT_1,pumped_hydro,0.505776103896104
101,PRT_2,pumped_hydro,0.0058
101,PRT_1,hydro_reservoir,1.6428179933707294
101,PRT_2,hydro_reservoir,0.1739601194724856
102,PRT_1,pumped_hydro,0.505776103896104
102,PRT_2,pumped_hydro,0.0058
102,PRT_1,hydro_reservoir,1.6428179933707294
102,PRT_2,hydro_reservoir,0.1739601194724856
103,PRT_1,pumped_hydro,0.505776103896104
103,PRT_2,pumped_hydro,0.0058
103,PRT_1,hydro_reservoir,1.6428179933707294
103,PRT_2,hydro_reservoir,0.1739601194724856
104,PRT_1,pumped_hydro,0.505776103896104
104,PRT_2,pumped_hydro,0.0058
104,PRT_1,hydro_reservoir,1.6428179933707294
104,PRT_2,hydro_reservoir,0.1739601194724856
105,PRT_1,pumped_hydro,0.505776103896104
105,PRT_2,pumped_hydro,0.0058
