scenario,location,fossil_depletion,human_toxicity,land_occupation,marine_toxicity,metal_depletion,climate_change,tech_type
55,PRT_2,206961594.8109259,174163040.7699662,86318831.86095592,6043454.0927284,7599432.803265993,685924945.0014938,pumped_hydro
56,PRT_1,39831245.07866578,525948650.0549185,12775153.380811593,75742444.43944015,402025726.4804027,119435918.192823,battery
56,PRT_2,41878207.18625875,552977605.7171339,13431679.553607935,79634914.11739759,422686176.00332505,125573833.24778646,battery
56,PRT_1,1240803130.9443526,1044164964.4205128,517509912.5534908,36232503.74943471,45561110.13885493,4112346641.550692,pumped_hydro
56,PRT_2,200837439.71497,169009420.4829126,83764590.26603018,5864623.570026975,7374559.656289069,665627890.607359,pumped_hydro
57,PRT_1,16971923.91151555,224104480.10015857,5443438.454129732,32273533.035674613,171301450.07572812,50891136.13865687,battery
57,PRT_2,17698403.19427525,233697220.6059025,5676443.579801994,33654994.16254014,178633969.07802424,53069519.4659444,battery
57,PRT_1,1403256659.661065,1180873422.6780062,585265472.9188218,40976284.56489527,51526249.11192842,4650760195.29292,pumped_hydro
57,PRT_2,207463814.61575383,174585670.52609873,86528295.9739948,6058119.336962284,7617873.836554059,687589433.0062363,pumped_hydro
58,PRT_1,39036681.05201162,515456889.7201458,12520311.301651508,74231514.47670428,394006012.825458,117053379.46226104,battery
58,PRT_2,40987959.681214936,541222400.1600939,13146148.724698164,77942034.01648788,413700707.45330215,122904382.97140716,battery
58,PRT_1,1240577975.988562,1043975491.239362,517416005.6970552,36225929.03377157,45552842.66315048,4111600419.041105,pumped_hydro
58,PRT_2,200946948.17098016,169101574.4195218,83810263.67713009,5867821.3098166585,7378580.702578352,665990830.3196019,pumped_hydro
59,PRT_1,19612925.86336492,258977389.76251724,6290492.191648214,37295619.16949586,197957677.52308685,58810308.44786286,battery
59,PRT_2,20374191.712819826,269029466.8457961,6534654.481105976,38743229.862862445,205641305.1768896,61093000.98079565,battery
59,PRT_1,1403113577.501414,1180753015.6815891,585205796.7026013,40972106.44448538,51520995.27119238,4650285983.531171,pumped_hydro
59,PRT_2,207365456.48236045,174502899.8477422,86487273.10119419,6055247.196049607,7614262.219499886,687263448.3843077,pumped_hydro
60,PRT_1,40375405.7237161,533133977.9579752,12949683.0921121,76777211.42557009,407518062.4145757,121067610.2515981,battery
60,PRT_2,42380538.64114519,559610603.2560222,13592793.306680586,80590139.39937851,427756320.5013399,127080098.45323025,battery
60,PRT_1,1240665689.2557845,1044049304.0129312,517452588.8455968,36228490.33556415,45556063.410849206,4111891123.787802,pumped_hydro
60,PRT_2,201023551.0719092,169166037.5590226,83842212.95221852,5870058.1794907525,7381393.488200136,666244712.4017085,pumped_hydro
61,PRT_1,545440.2969950272,7202224.969958128,174940.13657933864,1037200.3513469236,5505251.749425294,1635529.1571304628,battery
61,PRT_2,546347.8515657345,7214208.705349071,175231.21833737416,1038926.1422809452,5514411.902086568,1638250.5034817616,battery
61,PRT_1,1271607806.0283697,1070087821.6900688,530357820.7440797,37132026.38735093,46692228.49219627,4214441404.987824,pumped_hydro
61,PRT_2,184515543.3214077,155274161.48651692,76957109.72001405,5388010.352725098,6775235.153701702,611532849.9487176,pumped_hydro
62,PRT_1,301308.11747479043,3978600.1497938414,96639.14366778774,572962.5900951393,3041170.683542758,903486.9886311374,battery
62,PRT_2,301308.11747479043,3978600.1497938414,96639.14366778774,572962.5900951393,3041170.683542758,903486.9886311374,battery
62,PRT_1,1208294783.104699,1016808426.5307932,503951442.3754264,35283232.42216804,44367434.54325304,4004605460.273194,pumped_hydro
62,PRT_2,205364576.94895893,172819112.74671042,85652753.13059045,5996819.816727184,7540791.827201226,680632009.4201993,pumped_hydro
63,PRT_1,68883.39191667648,909565.5161727482,22093.10543489485,130987.53189223216,695255.5869906488,206550.1880635643,battery
63,PRT_2,68883.39191667648,909565.5161727482,22093.10543489485,130987.53189223216,695255.5869906488,206550.1880635643,battery
63,PRT_1,1268832997.7801635,1067752755.4063812,529200513.2405203,37050999.63318684,46590340.17401117,4205244963.5090113,pumped_hydro
63,PRT_2,192327233.65622452,161847882.2945151,80215182.72228743,5616118.335600886,7062072.988680685,637422838.2249154,pumped_hydro
64,PRT_1,123427.4216161792,1629788.0131685608,39587.119092828696,234707.5670269245,1245780.7619331786,370103.1037766105,battery
64,PRT_2,123427.4216161792,1629788.0131685608,39587.119092828696,234707.5670269245,1245780.7619331786,370103.1037766105,battery
64,PRT_1,1223811612.8029375,1029866203.0029156,510423148.46640927,35736337.00918895,44937197.76294229,4056032298.992163,pumped_hydro
64,PRT_2,199555966.4329597,167931030.63157678,83230117.78641286,5827203.463374038,7327505.176907449,661380752.43041,pumped_hydro
65,PRT_1,143393.6221717376,1893430.1917693573,45990.91776960982,272674.9675753976,1447304.1204811926,429972.7235051799,battery
65,PRT_2,143393.6221717376,1893430.1917693573,45990.91776960982,272674.9675753976,1447304.1204811926,429972.7235051799,battery
65,PRT_1,1272093523.5133998,1070496564.3566744,530560402.1261981,37146209.7498511,46710063.57600604,4216051199.98148,pumped_hydro
65,PRT_2,192332541.75520292,161852349.1844211,80217396.6059968,5616273.336592857,7062267.897023637,637440430.6555452,pumped_hydro
66,PRT_1,207829.9966919488,2744275.404526473,66657.72259013068,395206.1238909244,2097674.9594316017,623188.3144473811,battery
66,PRT_2,207829.9966919488,2744275.404526473,66657.72259013068,395206.1238909244,2097674.9594316017,623188.3144473811,battery
66,PRT_1,1209121005.1501102,1017503711.7788196,504296040.2312889,35307358.80661346,44397772.63047362,4007343776.585336,pumped_hydro
66,PRT_2,199729928.7383807,168077423.99561685,83302673.38787842,5832283.310229863,7333892.907208597,661957309.0852194,pumped_hydro
67,PRT_1,172435.368434368,2276909.724279607,55305.534026746,327900.27746408567,1740429.00564194,517055.80674673535,battery
67,PRT_2,172435.368434368,2276909.724279607,55305.534026746,327900.27746408567,1740429.00564194,517055.80674673535,battery
67,PRT_1,1271116502.0043335,1069674377.8197366,530152909.3474406,37117679.89317386,46674188.27599071,4212813094.740343,pumped_hydro
67,PRT_2,192455282.9212165,161955638.75715598,80268589.07038233,5619857.482737304,7066774.835831133,637847227.0354445,pumped_hydro
68,PRT_1,144301.1767424448,1905413.9271603029,46281.99952764532,274400.75850941904,1456464.2731424654,432694.0698564786,battery
68,PRT_2,144301.1767424448,1905413.9271603029,46281.99952764532,274400.75850941904,1456464.2731424654,432694.0698564786,battery
68,PRT_1,1205274913.4096806,1014267135.2864256,502691925.48445743,35195049.66592024,44256547.80195752,3994596820.958449,pumped_hydro
68,PRT_2,199211824.59294075,167641427.19395047,83086584.28855759,5817154.229778589,7314868.616049841,660240176.2143089,pumped_hydro
69,PRT_1,183326.0232828544,2420714.548970952,58798.51512317206,348609.7686723437,1850350.8375772203,549711.9629623184,battery
69,PRT_2,183326.0232828544,2420714.548970952,58798.51512317206,348609.7686723437,1850350.8375772203,549711.9629623184,battery
69,PRT_1,1271064685.2827826,1069630772.8320758,530131297.8070037,37116166.80095877,46672285.61528754,4212641360.550177,pumped_hydro
69,PRT_2,192146992.1160797,161696204.80704033,80140008.19914779,5610855.1297657,7055454.690856204,636825470.5411967,pumped_hydro
70,PRT_1,105276.3302020352,1390113.3053496552,33765.4839321186,200191.7483464944,1062577.708707711,315676.1767506384,battery
70,PRT_2,105276.3302020352,1390113.3053496552,33765.4839321186,200191.7483464944,1062577.708707711,315676.1767506384,battery
70,PRT_1,1214106155.9822826,1021698833.238051,506375229.835896,35452929.43882222,44580822.62483538,4023865872.452959,pumped_hydro
70,PRT_2,195687827.7609893,164675901.12870583,81616807.78101933,5714250.533581837,7185470.806046478,648560727.4965407,pumped_hydro
71,PRT_1,194545240.11257392,2568857845.385878,62396876.54845972,369944047.97244567,1963588919.5804625,583353328.1974626,battery
71,PRT_2,11839464553.864887,156333310374.31073,3797294694.745015,22513732231.889107,119498381961.34904,35501208087.00567,battery
71,PRT_1,1243300834.9247274,1046266840.9573784,518551646.35979146,36305438.82396589,45652823.452035815,4120624686.890136,pumped_hydro
71,PRT_2,178091948.73135403,149868555.83538488,74277978.92829232,5200435.942841212,6539366.873467717,590243374.6239854,pumped_hydro
72,PRT_1,9889550396.656452,130585817001.1736,3171894901.4782925,18805807349.743168,99817459256.62495,29654296013.24492,battery
72,PRT_2,10097932994.25096,133337389182.34224,3238729860.8400736,19202064290.47592,101920711741.41048,30279141328.272144,battery
72,PRT_1,1208872424.1425142,1017294525.0251124,504192362.9175432,35300100.03036996,44388644.972440645,4006519914.002912,pumped_hydro
72,PRT_2,207189702.5927476,174354998.82354453,86413970.27194096,6050115.033415938,7607808.7039322,686680953.950127,pumped_hydro
73,PRT_1,3074620707.682784,40598595586.02644,986129131.8132896,5846648470.668797,31032839199.895428,9219399157.407942,battery
73,PRT_2,9478614515.230549,125159645369.62589,3040094629.994768,18024378396.026005,95669790863.61256,28422084862.939507,battery
73,PRT_1,1245824046.8067653,1048390182.99233,519604018.91419774,36379118.75085884,45745473.39109078,4128987272.098252,pumped_hydro
73,PRT_2,186446666.46088648,156899246.94442588,77762535.93318063,5444400.786184541,6846144.157600267,617933097.9485856,pumped_hydro
74,PRT_1,9334648453.013338,123258656436.75862,2993920112.406278,17750614885.81897,94216708976.84029,27990395650.223244,battery
74,PRT_2,9766386792.078434,128959512540.04584,3132392396.941708,18571601452.882866,98574341259.46892,29284983977.63917,battery
74,PRT_1,1201309586.088267,1010930219.2533976,501038080.3706167,35079258.745138586,44110944.75638008,3981454687.3788414,pumped_hydro
74,PRT_2,200433205.5359312,168669247.93124247,83595993.66159846,5852819.589167799,7359716.56193045,664288152.6367555,pumped_hydro
75,PRT_1,3874405632.591391,51159294875.21991,1242645719.9136426,7367506408.168679,39105248556.65629,11617593004.338451,battery
75,PRT_2,8402296687.090794,110947488365.19035,2694885101.2986107,15977670010.786016,84806272639.98918,25194693707.64693,battery
75,PRT_1,1254672054.013322,1055835988.7770036,523294315.4016453,36637488.06529037,46070363.79537311,4158311885.981687,pumped_hydro
75,PRT_2,189790756.45409012,159713377.18127903,79157277.51368962,5542051.050110764,6968935.959695929,629016288.2707506,pumped_hydro
76,PRT_1,9493587332.386986,125357352796.43094,3044896891.017204,18052850460.339664,95820914879.01518,28466981580.61632,battery
76,PRT_2,10056057936.27906,132784453160.18694,3225299191.3401647,19122435364.85305,101498057351.1369,30153576938.0962,battery
76,PRT_1,1200990252.107963,1010661492.2121234,500904893.64977336,35069933.922086366,44099219.11652242,3980396330.908999,pumped_hydro
76,PRT_2,201678949.981321,169717571.12777367,84115564.48062678,5889196.383489775,7405459.112433264,668416876.0889039,pumped_hydro
77,PRT_1,4011613154.071636,52971041170.30544,1286652557.471678,7628417987.805872,40490114969.76314,12029016405.203516,battery
77,PRT_2,8850125769.032522,116860813460.53722,2838518201.3660226,16829254471.436094,89326312414.06862,26537530907.17519,battery
77,PRT_1,1253117805.0054257,1054528051.748512,522646074.558192,36592102.67610031,46013293.250928186,4153160697.587368,pumped_hydro
77,PRT_2,190988245.4867997,160721092.3151709,79656722.13076566,5577018.745457028,7012906.61736813,632985080.6433239,pumped_hydro
78,PRT_1,9320414004.104536,123070698737.39284,2989354669.6805453,17723546890.493397,94073037478.43976,27947712965.51093,battery
78,PRT_2,9354428813.619452,123519844705.86343,3000264306.2714663,17788228896.157887,94416356610.9278,28049708019.85945,battery
78,PRT_1,1213520433.374971,1021205933.913274,506130938.6605023,35435825.841937035,44559315.44810683,4021924634.28472,pumped_hydro
78,PRT_2,202754469.02297065,170622645.65075862,84564138.27232097,5920602.451654272,7444951.14810837,671981427.9574066,pumped_hydro
79,PRT_1,4426347278.43359,58447366412.18725,1419671046.8640263,8417069618.19265,44676119884.08436,13272616770.97761,battery
79,PRT_2,8143670743.09427,107532481732.94708,2611935494.8706045,15485871143.96509,82195902745.28629,24419191284.142338,battery
79,PRT_1,1255492585.9558055,1056526485.669832,523636540.0489015,36661448.29390451,46100492.94742924,4161031343.802033,pumped_hydro
79,PRT_2,193549405.4835657,162876368.57955548,80724921.95465967,5651806.789483888,7106949.975081997,641473435.8452958,pumped_hydro
80,PRT_1,8647998191.823606,114191835220.91794,2773689426.9645214,16444891975.20509,87286193258.65054,25931441573.829994,battery
80,PRT_2,9476828692.87513,125136064613.985,3039521859.687029,18020982505.431408,95651766156.4164,28416729988.08366,battery
80,PRT_1,1196506654.9029982,1006888439.9049176,499034890.3111292,34939009.08115998,43934585.69404049,3965536515.158962,pumped_hydro
80,PRT_2,198663114.6207029,167179674.87051547,82857730.21600707,5801131.433227995,7294720.508057566,658421607.6152754,pumped_hydro
81,PRT_1,1279906.0599769498,16900422.347142342,410506.7817223122,2433848.4384318464,12918380.095140608,3837860.3323094,battery
81,PRT_2,1350468.427849435,17832157.77378834,433138.3884095728,2568028.683552018,13630581.964554612,4049445.011122866,battery
81,PRT_1,850892442.1158661,716045966.0279845,354887300.2735488,24846780.952160124,31243960.70958888,2820080469.9718137,pumped_hydro
81,PRT_2,84376968.89171875,71005200.19938885,35191656.680821426,2463879.051794756,3098241.999061126,279647379.98525274,pumped_hydro
82,PRT_1,709707.6742930304,9371281.075719222,227625.93478376503,1349568.5104048157,7163239.3811157765,2128092.846715511,battery
82,PRT_2,758715.6211112193,10018402.78683027,243344.3497176824,1442761.2208419773,7657887.624824538,2275045.549685636,battery
82,PRT_1,791482241.565213,666050887.5202639,330108697.6693194,23111952.710255284,29062474.68400184,2623179501.0627594,pumped_hydro
82,PRT_2,79997365.2742931,67319660.93750387,33365026.630857013,2335990.9118215432,2937427.1221465333,265132226.2285596,pumped_hydro
83,PRT_1,8172365.54939561,107911380.12309209,2621138.8363932776,15540436.718495518,82485525.88728768,24505234.05110072,battery
83,PRT_2,8444559.316242112,111505542.0415444,2708440.0772632863,16058035.93542724,85232838.87345676,25321420.2487822,battery
83,PRT_1,824440057.7251947,693785663.5534885,343854630.552262,24074348.89366987,30272654.328582697,2732410338.105532,pumped_hydro
83,PRT_2,88308573.61395498,74313737.87352003,36831436.88870248,2578685.2440803144,3242606.7828894164,292677748.0365389,pumped_hydro
84,PRT_1,980948.5088402912,12952860.072011046,314621.53980783647,1865355.6468558223,9900934.206990546,2941421.630728125,battery
84,PRT_2,1042634.9930112596,13767394.566533605,334406.3669015098,1982657.656641264,10523549.783377295,3126391.542225892,battery
84,PRT_1,796030631.6212178,669878464.5327302,332005724.5879659,23244769.557382885,29229487.23831284,2638254057.295576,pumped_hydro
84,PRT_2,81550575.596965,68626723.88799462,34012834.263040654,2381345.9705221434,2994459.5270585045,270279972.14793074,pumped_hydro
85,PRT_1,1466835.074905512,19368712.325615343,470460.89142488525,2789309.5971122547,14805096.738783086,4398376.040286373,battery
85,PRT_2,1521124.989325217,20085579.376701687,487873.4021905692,2892546.4107854213,15353057.07098046,4561166.979021057,battery
85,PRT_1,824731128.7884811,694030606.6865776,343976029.4726481,24082848.415575385,30283342.18102432,2733375023.8640604,pumped_hydro
85,PRT_2,88183379.52389036,74208384.10760997,36779221.36716987,2575029.470473246,3238009.7750451285,292262822.02371746,pumped_hydro
86,PRT_1,771421.3851011201,10186175.082303504,247419.49433017944,1466922.2939182783,7786129.762082365,2313144.398603816,battery
86,PRT_2,821336.8864900161,10845280.5288055,263428.9910221323,1561840.795289461,8289938.158452398,2462818.44792524,battery
86,PRT_1,796036253.4579619,669883195.4403317,332008069.3243462,23244933.719783705,29229693.66680797,2638272689.535354,pumped_hydro
86,PRT_2,81534040.84625036,68612809.50708996,34005938.00594473,2380863.141778144,2993852.3867478133,270225171.6522884,pumped_hydro
87,PRT_1,1282156.7953123036,16930142.010911882,411228.6644822402,2438128.399948219,12941097.273740564,3844609.271260619,battery
87,PRT_2,1332471.6207123112,17594520.300985895,427366.23714772885,2533806.249330372,13448936.137281563,3995480.712976616,battery
87,PRT_1,824465405.6223888,693806994.4040571,343865202.5662529,24075089.0737655,30273585.07924494,2732494347.677476,pumped_hydro
87,PRT_2,88185293.66469665,74209994.9020358,36780019.71044976,2575085.365008173,3238080.060473913,292269165.987816,pumped_hydro
88,PRT_1,1340494.4031173629,17700456.52184185,429939.39988876256,2549062.2411871213,13529911.886807218,4019537.414722094,battery
88,PRT_2,1426013.2703151018,18829683.907730624,457368.03394844825,2711683.520899968,14393073.072079005,4275969.881404961,battery
88,PRT_1,796030241.733509,669878136.4330702,332005561.974938,23244758.17233112,29229472.92200721,2638252765.105565,pumped_hydro
88,PRT_2,81580018.031808,68651500.38812073,34025114.012745485,2382205.7145897057,2995540.6252465933,270377552.09032947,pumped_hydro
89,PRT_1,745102.3025506113,9838646.755966092,238978.1233471498,1416874.356831655,7520485.334905436,2234225.354416156,battery
89,PRT_2,773236.4942425345,10210142.553085396,248001.65784625048,1470373.875786321,7804450.067404909,2318587.091306413,battery
89,PRT_1,824463700.7595438,693805559.7219491,343864491.5079071,24075039.29032454,30273522.47830373,2732488697.315368,pumped_hydro
89,PRT_2,88166234.4985725,74193956.16629955,36772070.57883632,2574528.8211932583,3237380.226031784,292205998.9181603,pumped_hydro
90,PRT_1,510045.6687374464,6734859.289711258,163587.94801595394,969894.504920085,5148005.795635633,1529396.6494298172,battery
90,PRT_2,542717.6332829057,7166273.763785289,174066.8913052321,1032022.9785448592,5477771.291441475,1627365.1180765673,battery
90,PRT_1,796053846.2449456,669898000.1835957,332015406.8635789,23245447.44408408,29230339.657203566,2638330996.640376,pumped_hydro
90,PRT_2,81517485.84860964,68598878.08792166,33999033.30433034,2380379.7218067325,2993244.502989265,270170304.0530288,pumped_hydro
91,PRT_1,52294937.03792185,690524523.787326,16772657.755987857,99443197.29990964,527824576.2188885,156808902.39872158,battery
91,PRT_2,27089242089.885902,357697839473.7044,8688385763.105093,51512459875.34303,273417820845.95288,81228404880.72351,battery
91,PRT_1,1305812283.8374093,1098871692.768244,544623706.9902096,38130826.148212485,47948184.36612578,4327804005.335993,pumped_hydro
91,PRT_2,222499357.50141972,187238432.8465047,92799268.61252552,6497169.940876431,8169964.662509611,737421161.1408209,pumped_hydro
92,PRT_1,129611099.13696694,1711439913.27889,41570422.11610911,246466347.103336,1308194011.699924,388645160.4219647,battery
92,PRT_2,35629973076.27235,470473273028.4577,11427671168.817345,67753374286.403404,359621342043.8073,106838200541.95242,battery
92,PRT_1,1240762892.776863,1044131103.057919,517493130.1566548,36231328.76081802,45559632.631638005,4112213281.722037,pumped_hydro
92,PRT_2,215024136.13835004,180947858.57735,89681528.93453488,6278887.137335192,7895481.647967302,712646319.1851338,pumped_hydro
93,PRT_1,1778766572.4077156,23487588090.027885,570507292.6113577,3382473432.985584,17953491589.302372,5333717748.632638,battery
93,PRT_2,18496504859.57048,244235693421.39163,5932420292.744083,35172651241.07889,186689388916.4412,55462665977.370224,battery
93,PRT_1,1315189447.144214,1106762795.8340156,548534702.088369,38404647.26954885,48292504.87882964,4358882381.163962,pumped_hydro
93,PRT_2,219952192.4307939,185094933.6410192,91736905.74440823,6422790.56056197,8076435.185165122,728979188.7904676,pumped_hydro
94,PRT_1,136862714.2721973,1807193314.498453,43896246.86570506,260255899.88762945,1381386196.306244,410389479.74581903,battery
94,PRT_2,35439117571.87135,467953136018.0025,11366457708.44272,67390446579.53648,357694994457.6835,106265911065.05383,battery
94,PRT_1,1242220238.9215744,1045357494.0520988,518100955.08641255,36273884.50421969,45613144.99516586,4117043308.641148,pumped_hydro
94,PRT_2,213951777.9464583,180045443.98364207,89234273.45921257,6247573.368664343,7856105.675687237,709092243.2008082,pumped_hydro
95,PRT_1,1497771359.4855852,19777208145.428905,480383146.6735558,2848137530.091532,15117343625.827291,4491139988.463192,battery
95,PRT_2,18682867569.52246,246696505668.81808,5992192770.340461,35527035523.47436,188570389716.42453,56021483592.437454,battery
95,PRT_1,1315923360.7660687,1107380401.3765392,548840800.2636524,38426078.1697396,48319453.48858397,4361314763.177476,pumped_hydro
95,PRT_2,220572249.5244729,185616726.2421284,91995517.0295714,6440896.753568178,8099203.091558125,731034220.4414756,pumped_hydro
96,PRT_1,127489345.45720202,1683423377.983107,40889907.89563305,242431654.99450585,1286778673.996186,382282979.2141907,battery
96,PRT_2,35487074951.66958,468586385596.6997,11381839172.95517,67481641548.90426,358179039091.8745,106409713591.91467,battery
96,PRT_1,1243529873.1692665,1046459582.0171772,518647172.8449741,36312126.93495388,45661233.51840751,4121383779.635977,pumped_hydro
96,PRT_2,212702229.76661405,178993919.855269,88713116.19166893,6211085.502070352,7810223.455675137,704950913.1761754,pumped_hydro
97,PRT_1,1676917150.1135793,22142725129.839733,537840927.5759459,3188798236.6901345,16925502433.840576,5028317321.277576,battery
97,PRT_2,18134447761.796257,239454937975.73404,5816297009.438675,34484169383.23315,183035065094.21075,54377020228.022224,battery
97,PRT_1,1317535524.4037871,1108737074.92566,549513195.9422017,38473154.7152379,48378650.6031206,4366657895.827502,pumped_hydro
97,PRT_2,220787116.3541797,185797541.72365057,92085132.94967918,6447171.047224303,8107092.797063629,731746345.4059358,pumped_hydro
98,PRT_1,126638022.96769585,1672182154.8369844,40616861.56332543,240812794.0667564,1278186084.3938053,379730247.4828186,battery
98,PRT_2,35520311578.517845,469025256111.2592,11392499221.492662,67544843775.13237,358514503851.46313,106509375227.83424,battery
98,PRT_1,1244259295.9154153,1047073408.3823642,518951397.9812264,36333426.69776527,45688017.22747969,4123801277.710883,pumped_hydro
98,PRT_2,211804445.94650987,178238413.69381782,88338671.5963523,6184869.453112327,7777257.688190719,701975422.3949472,pumped_hydro
99,PRT_1,1756929402.7269158,23199240841.73189,563503414.3362983,3340948228.1370783,17733084118.035522,5268237937.333549,battery
99,PRT_2,18516676140.23237,244502043564.6788,5938889867.165728,35211008618.60472,186892982194.68607,55523150539.7338,battery
99,PRT_1,1315961911.8091702,1107412842.9843535,548856879.0004371,38427203.89289332,48320869.04619896,4361442531.433919,pumped_hydro
99,PRT_2,221544527.34002173,186434920.8496056,92401031.32491288,6469288.090371589,8134904.20766191,734256603.8395443,pumped_hydro
100,PRT_1,148230742.82487565,1957301584.005433,47542336.966857776,281873157.1271827,1496126268.5413537,444477064.1421853,battery
100,PRT_2,35388728989.51138,467287783809.7533,11350296479.562756,67294628475.12513,357186411148.5357,106114818459.51991,battery
100,PRT_1,1244047677.552695,1046895326.5620736,518863136.9205836,36327247.26210018,45680246.80259048,4123099919.017049,pumped_hydro
100,PRT_2,212351598.8763808,178698855.7295471,88566876.26301473,6200846.782705275,7797348.62306906,703788830.5476626,pumped_hydro
101,PRT_1,82981861.92414743,1095727692.4648654,26614935.380820464,157796951.96215457,837554619.7178863,248825133.4520571,battery
101,PRT_2,15205871706.715063,200784777911.41547,4877009065.585938,28915237036.263386,153476287461.9308,45595543037.30584,battery
101,PRT_1,1409236269.2642272,1185905404.539449,587759427.975561,41150894.236617975,51745814.6859689,4670578188.055907,pumped_hydro
101,PRT_2,247734618.17886364,208474497.1424992,103324304.5515541,7234060.9546971,9096579.41906062,821057426.1593982,pumped_hydro
102,PRT_1,159636090.02150154,2107902624.7116888,51200396.34990093,303561378.8899431,1611243006.2538953,478676550.3005171,battery
102,PRT_2,35466958623.436935,468320761068.5905,11375387223.533978,67443388668.01946,357976000460.8733,106349393807.07265,battery
102,PRT_1,1238101234.564537,1041891255.1857926,516383014.8818329,36153606.08366419,45461899.07508944,4103391849.105175,pumped_hydro
102,PRT_2,216681055.1581856,182342194.83122244,90372591.03429817,6327270.577948374,7956322.137543138,718137782.8965092,pumped_hydro
103,PRT_1,583034292.9992598,7698632034.55141,186997732.6751466,1108688479.52327,5884696417.174286,1748256575.5788455,battery
103,PRT_2,14936456672.30206,197227307554.30844,4790599053.0210495,28402921811.497627,150757020847.97693,44787689003.45585,battery
103,PRT_1,1431812117.3463738,1204903510.7027671,597175285.234013,41810128.14720659,52574778.34289159,4745400463.020764,pumped_hydro
103,PRT_2,237512475.93100345,199872324.46066943,99060888.5358536,6935565.731654776,8721232.0837784,787178568.7531892,pumped_hydro
104,PRT_1,163915618.22194278,2164411329.760922,52572977.825829454,311699259.74977475,1654437248.1204967,491508922.952748,battery
104,PRT_2,35357036739.20055,466869305897.8711,11340131761.942093,67234363010.07155,356866534129.1293,106019787711.47284,battery
104,PRT_1,1247027474.9975114,1049402896.0671402,520105940.61493,36414259.87465677,45789662.12899399,4132975748.396499,pumped_hydro
104,PRT_2,212503657.4121542,178826816.55720454,88630296.3153894,6205287.020910793,7802932.067793813,704292792.3715103,pumped_hydro
105,PRT_1,622497161.6776755,8219716486.411144,199654735.9703715,1183730425.4225907,6283004037.689476,1866587899.287676,battery
105,PRT_2,14666923147.564306,193668272600.7088,4704151036.821827,27890381267.46752,148036558284.4916,43979479670.62622,battery
105,PRT_1,1431825426.027144,1204914710.2700765,597180835.9729255,41810516.771972194,52575267.02498405,4745444571.475446,pumped_hydro
105,PRT_2,238354664.55896565,200581045.9627519,99412145.67918348,6960158.3538519405,8752156.448715387,789969802.5028306,pumped_hydro
106,PRT_1,839761342.4164028,11088564857.561514,269338302.9191801,1596876439.457127,8475900341.260971,2518065071.685686,battery
106,PRT_2,31951752035.916782,421904482699.2097,10247948118.074972,60758929291.40292,322496228756.88965,95808876542.57962,battery
106,PRT_1,1268824691.7027175,1067745765.6472124,529197048.9702379,37050757.088681,46590035.18275194,4205217434.9923286,pumped_hydro
106,PRT_2,205113547.31754383,172607865.41857427,85548054.55322383,5989489.538591486,7531574.258031881,679800031.4569478,pumped_hydro
107,PRT_1,492654037.1391616,6505212811.342205,158009895.89200312,936822862.6090628,4972468141.360174,1477246999.4575386,battery
107,PRT_2,14789392581.802284,195285410942.3108,4743430898.743327,28123267141.358223,149272669864.0801,44346710202.83479,battery
107,PRT_1,1431104634.0259638,1204308146.8794007,596880210.518172,41789469.034233615,52548800.22865354,4743055677.950446,pumped_hydro
107,PRT_2,237264934.14616096,199664012.23730657,98957644.65756837,6928337.301597043,8712142.58501594,786358150.4272251,pumped_hydro
108,PRT_1,559446350.720563,7387166842.475384,179432325.6698435,1063834034.1260349,5646618003.8070345,1677526987.820003,battery
108,PRT_2,33146179841.763035,437676213932.622,10631039291.646269,63030233679.26623,334551857583.5901,99390426188.45538,battery
108,PRT_1,1266132829.9144692,1065480500.756873,528074336.4916015,36972152.44149461,46491192.579639226,4196295899.812129,pumped_hydro
108,PRT_2,204852961.67455703,172388576.4823586,85439370.38733833,5981880.216813438,7522005.801211748,678936382.3678633,pumped_hydro
109,PRT_1,424855817.2982255,5609976367.413762,136264839.8260089,807898876.1945494,4288165440.508134,1273950752.4396858,battery
109,PRT_2,14856906791.515863,196176897196.0859,4765084863.683962,28251651058.75784,149954105986.7583,44549154831.72546,battery
109,PRT_1,1429498388.941003,1202956453.9313722,596210283.3292997,41742565.31549534,52489820.43774168,4737732160.934804,pumped_hydro
109,PRT_2,239367814.46788347,201433635.39633328,99834706.76699165,6989743.190445366,8789358.349191122,793327646.7259947,pumped_hydro
110,PRT_1,156756800.5415673,2069883265.4850848,50276916.18599266,298086169.0884851,1582181689.1237926,470042861.29331416,battery
110,PRT_2,35726737452.15572,471750990879.5755,11458706596.940847,67937379841.57971,360598006680.7049,107128353211.27422,battery
110,PRT_1,1251681677.101698,1053319516.4022496,522047099.2595818,36550166.52333054,45960560.00101655,4148400993.4776287,pumped_hydro
110,PRT_2,209606827.5701032,176389066.23765522,87422096.46413565,6120697.132719824,7696563.232806461,694691939.3634788,pumped_hydro
111,PRT_1,513501709.1470651,6780494312.7788105,164696410.6370938,976466454.8601136,5182888389.781977,1539759754.0432703,battery
111,PRT_2,11592576466.908604,153073295383.74625,3718109794.234561,22044253882.11333,117006484901.09074,34760902196.53559,battery
111,PRT_1,1241814191.657183,1045015795.7465396,517931602.2865631,36262027.57973054,45598235.32603856,4115697561.630695,pumped_hydro
