id,infra,pace,import,power,storage,bio,battery,land_occupation,surplus_ore,global_warming,water_consumption,freshwater_eutrophication
0.0,0.5019845570452119,8.089425633075022,0.0290147315808306,90.26975159371551,5.8985188899333965,0.8228428776379451,4.675065200126717e-07,29853929103.050995,11210795358.422678,113960293588.02586,1562688414.0389166,51509782.79572993
1.0,0.4665439666911353,6.582621099900612,0.0616791023209778,87.3431552430396,5.90540306865921,0.1053240761074639,0.0050129815717119,52210401980.393456,140690944776.5145,670344567154.9113,12117374606.043734,316536533.5722758
2.0,0.1881200008807587,3.729211861614511,0.1182384438737803,44.653267520163126,5.9018983210107665,0.7117551560035472,1.079387877709646e-05,49481584430.92971,110081269491.11096,641434481523.3298,5801977681.826267,260262309.95858905
3.0,0.2395485438156246,4.25348724174246,0.1146744774140022,52.36806391100946,5.901122540319956,0.7152786383315111,4.715755709111594e-06,44558779343.79502,88937194209.38861,528111127840.0843,4883736811.147361,215212914.28561187
4.0,0.2066186962485643,3.89421898137887,0.1099477998496877,47.2696985205901,5.902749800453825,0.7123299661053965,8.633728227860809e-06,62948813324.05537,155101297179.72137,889794108484.6785,8018313629.915338,359244458.40957147
5.0,0.2167521025190885,4.020260046091668,0.1154258293806272,48.96334009860853,5.903019727570881,0.718386667893706,9.537960259947178e-06,63939382502.14722,157705132599.06506,905066322558.1892,8182986803.945614,365137566.8942019
6.0,0.2376920861321784,4.178839900038492,0.1067937256240843,51.66396719812929,5.902084950600103,0.8356451463761309,8.610532471323461e-06,55121853161.66668,122716131298.20901,715424574265.8508,6535890092.854608,289016810.81358784
7.0,0.2176348755052997,3.948004116292392,0.0822028718747228,48.97596806096413,5.903472475502197,0.7274891059513084,2.377000224288489e-05,75792339706.28598,200499828830.96335,1137217642805.8662,10222941378.237667,457868114.5956065
8.0,0.2452908559565656,4.287532876391808,0.0719543585418506,53.27602467463142,5.902488490622003,0.7833853443363576,1.810813396227032e-05,63319658744.65397,151489011891.97073,870849059729.4069,7898736721.278917,351732120.9453276
9.0,0.2560678904413735,4.372731752486365,0.064800854721849,55.16501424333016,5.902495399920642,0.8761461381200185,3.795557008539891e-05,53199882053.483574,114846314530.4551,669748055822.6063,6147358633.546946,271628027.28114927
10.0,0.2747444379907544,4.585719926332144,0.0894109769035849,58.18342071316006,5.904545686267645,0.8346053742026529,1.7834559400441414e-05,50941939798.37528,105081859936.85797,618868702374.4712,5756573055.175114,251288932.48113337
11.0,0.3425875199562457,5.322106448249257,0.0986837377964682,68.98655356817729,5.912396667282441,0.5776064557224987,8.904155320668472e-05,70934793337.07832,170538708319.9488,975894292252.1935,9313936388.229818,396292173.8858753
12.0,0.3272732450876153,5.121533283360474,0.0570662392312311,66.06142793299941,5.912240429661423,1.0009737770934894,0.0007758823954224441,69814351982.45778,171868678962.22086,957000792829.7451,9913785655.652784,394412202.20181024
13.0,0.3294898647170335,5.171743881150243,0.0537174319639687,66.80195312061389,5.919244335193949,0.5758890320607509,0.00036883358027614316,60815937107.01758,144070632517.99792,812468173943.486,8177758485.8531685,334566261.8865815
14.0,0.3481516849410986,5.3699915380512255,0.055176230572717,69.69011033871755,5.9322007088133795,0.5761341820984275,9.493551593298604e-05,66668264632.410255,159352860815.1623,907727213867.2966,8695957185.567629,369927268.76585
15.0,0.3521755995587869,5.415537247429549,0.0797254185182077,70.34987898516275,5.944429139854831,0.5800801933293528,0.0001542231609187541,65277802809.73472,151040459235.46857,863779483129.8068,8416330860.230378,352533613.99104095
16.0,0.3440178076794805,5.324001472602685,0.0805831737228207,69.01940085987049,5.914061657833361,0.5837735392078488,0.00033138493730580003,69817909410.31012,170305515469.03534,964544974566.8772,9483872482.216457,393949155.8651657
17.0,0.416514959305707,6.075153341541999,0.091727260992564,79.9560237720592,5.918518181608593,0.5977444687727845,3.2648964268611495e-05,79737141228.7127,193346858124.16013,1111816631811.4302,10400762197.185366,448611219.5304787
18.0,0.4166294262717566,6.062290363782109,0.0807380135729092,79.76332374100112,5.941183634060882,0.6193958680552614,0.0007881052286180001,61555450028.804085,138782740536.87997,770115299680.0984,8840271495.795761,323780823.79662734
19.0,0.4013679789694325,5.929737225656647,0.0910861585831386,77.83892826370936,5.928547130686439,0.5837624870466033,0.0024080339445731558,61181952725.58498,151212425811.71887,786977159868.5898,10907894980.61753,344297473.9554261
20.0,0.3648695508720686,5.408323449407118,0.0817492022439321,70.24608173085868,5.922608522559265,0.9997131498768508,0.012573538665558735,76369571245.51288,274377859229.72778,1157286802066.1123,25452803471.980392,573511125.9375803
21.0,0.3618408307711624,5.388472203390504,0.0992402125847657,69.95662179727469,5.929351621122952,0.5774784537806745,0.01044012988056763,61493819080.42806,211287696913.24506,878528803107.7078,20415378090.240273,444347593.5705962
22.0,0.3777494462243382,5.548798979761839,0.104838940172915,72.29127769571943,5.918802943603673,0.5744386098113737,0.012416926983950508,56561805014.962326,212211597992.25064,801795211879.3538,22886357478.742863,436405846.66437995
23.0,0.3720266123816271,5.502492110369633,0.0905035671187012,71.61634399621894,5.947995007621131,0.606268045143721,0.008963128104618811,65160380934.85437,214679939770.1377,926045458775.922,19810325521.73024,455483362.1408287
24.0,0.3798595767088511,5.586272968257345,0.1211317629847495,72.83870700201858,5.930489021265123,0.5769979158740147,0.011467760746631316,72051544221.43883,243996899747.0383,1060223751462.895,22186804040.296825,517226356.2924343
25.0,0.3992643808392984,5.907909006799311,0.0903987810287098,77.5204677261441,5.953212122740235,0.5797325092167821,0.0014107126624769302,76073932621.1373,194152384865.02258,1059124871204.053,11900660582.432041,442484539.55814976
26.0,0.393767872106187,5.856515543084488,0.078437146851129,76.77247935247333,5.937449922783569,0.6185742299560684,0.0006545997127931366,63912463332.61283,146774386055.97293,822823955660.0759,8891282966.046728,341711459.0201577
27.0,0.376286837241327,5.637900086834922,0.0764237190529834,73.590062869538,5.931855550790985,0.5758236600835631,0.002376241733409697,75752014101.31102,203988671862.36432,1080585066095.9907,13147701855.448664,459388892.98019177
28.0,0.3704202698419051,5.543833505792724,0.0749558624077762,72.22022041640108,5.927409297008168,0.5757089095719686,0.0038038480679740212,67094420572.07945,183594008394.29877,934035418641.3214,13081433989.257647,409926486.6407636
29.0,0.3884652589153783,5.761551369696385,0.0724901639368959,75.39055978856791,6.003881573739864,0.6054063818562593,0.0036235085966082,84300815893.62894,238772739617.69525,1221969831379.1343,16349146588.426804,529004894.7392891
30.0,0.3730023335479731,5.587838820781156,0.0936580071872865,72.86019090738313,5.945315736617125,0.5968530665230161,0.0036274596965917,70032303380.3517,185059823548.75073,964422345899.5604,12705477913.66235,416363686.0097203
31.0,0.4063997911319407,5.948791547681481,0.0852796108954386,78.11518826475722,5.967404940151542,0.5841522418079041,0.0030257293541499,80476052202.65587,221609939162.41846,1146277900088.255,15107827782.753681,494824202.4474506
32.0,0.420575194134448,6.074130763100432,0.0779023256988484,79.9407090704911,5.9145316498941645,0.5793958476423507,0.003279448904143667,85890069416.80594,241918719232.5685,1265616520761.9866,15875422538.673944,540416598.0507082
33.0,0.4044066998660676,5.861412196390831,0.0695422887923197,76.84283525122281,5.932873424591141,0.7389568505053898,0.0037751310952397,66290572083.66647,179921905151.75327,901509176344.1383,13394760309.679474,401003975.7626735
34.0,0.4128585522432642,5.987546277968173,0.0830266605779527,78.67931748309265,5.912348114476581,0.5745868156869328,0.002822460124211976,78060173428.62224,211919493911.01157,1115393417537.088,13995760237.962624,476565650.1413028
35.0,0.3822566223893691,5.701146890567388,0.0761689043997227,74.50643878277133,5.9179334884592345,0.5790948747962695,0.00020934711743787006,72226082937.31502,175164559365.87427,995698300221.0636,9722267313.87513,405703275.228691
36.0,0.3472396354335004,5.331247795044999,0.0815167029918266,69.12203457676645,5.9283036339601525,0.5795723779026009,0.00010473790693042064,71737721003.43562,174775470821.3026,994052730456.599,9568383980.450186,404354401.7575846
37.0,0.3016027594144556,4.841480077974824,0.0765800207107962,61.993805006377684,5.9111938540392215,0.7179046552872923,7.63420602838481e-05,66540476397.1075,161215627676.47995,921181234483.648,8634855206.01408,373886294.06895643
38.0,0.2811429660514424,4.619321937772943,0.0742564678213684,58.7574868419278,5.908882019472925,0.7193064333724135,7.60706274904616e-05,61476674476.6961,145763978134.87955,836338969631.7454,7765675669.633338,339562336.0495312
39.0,0.2427324173107227,4.268638306776587,0.0805354389046985,53.653994228392165,5.920731689159264,0.5734631744402131,6.0729098951626014e-05,63264122086.222336,153928410337.58078,878316388056.4689,8130981088.895171,356689372.9164518
40.0,0.2461936751443961,4.286341328227398,0.0685415054676523,53.91161557636868,5.928419668442414,0.5906258829186455,0.0002811040168403,62654822157.944,156367464895.59177,874540509249.4648,8680843069.949472,359216154.1294688
41.0,0.2312956715392861,4.133958988134631,0.0794788661385399,51.69335252327032,5.911877171861297,0.5859203751160175,0.0001140414791852498,68639585806.67574,175283343874.4834,992449101588.778,9207080040.498268,402462808.0159315
42.0,0.2348459682189047,4.17242768000437,0.0786778844080637,52.24985270135937,5.9185125798853395,0.5783710601363726,0.00010843220229445316,56278911136.01562,132933271167.50131,757282582965.4824,7211356380.207268,309361577.9136731
43.0,0.2381752986695318,4.213762765161988,0.0837132939173053,52.84688175663265,5.932044580243232,0.5819188023428025,0.00015891544707537992,54437654270.860115,124964263918.88506,711269029846.1349,6944609018.178735,291991421.25009
44.0,0.2825186927162701,4.706256997598207,0.096812401529893,60.02401293539248,6.173637375985937,0.6061414456109535,0.000334535686241,84459569572.31181,211240921934.22534,1175206682203.3147,11607566160.244892,479987321.2035832
45.0,0.3078060379432042,5.070134930685168,0.1054032046194025,65.32423021770248,5.983195782013745,0.5805077687728706,0.0002407211910451,80376093146.29907,199857069863.17874,1132570943035.684,10850593197.039965,460179763.79965556
46.0,0.3073636807733748,5.110077124753786,0.1120038127017257,65.90357540359553,5.935759726093773,0.5760771142859172,9.735036694915332e-05,71298124449.14694,168894418125.23697,967816041108.0491,9291262292.199127,393227448.9558813
47.0,0.309555030540912,5.130845924671684,0.1157746944593879,66.20721086646792,5.9323501708096495,0.5788956725781581,0.0001105985000308386,72845233074.3322,174470084129.82242,996755404936.9108,9648294389.090601,405277792.44933903
48.0,0.3079198990985659,5.153592115428344,0.1078696481856002,66.53685737364849,5.9256943296223366,0.5766839285485036,8.606121490784634e-05,59441337061.77552,128402221742.71187,745006327994.7336,7342518485.053457,304563578.29121256
49.0,0.3048499279203415,5.106849376503463,0.1082710356315963,65.85645698885902,5.936518485466705,0.5826512966454114,0.00016780175246177938,72932953161.43446,175971182427.39804,999640356544.0172,9840400786.028244,407741991.77219456
50.0,0.30165573417437,5.043008134738498,0.106310779928578,64.92573550976049,5.964779019420694,0.5907355945354816,0.00022684883411401677,69929071348.51637,166333342178.09558,938947921520.8174,9533337596.31476,385279597.98623836
51.0,0.5265201506141288,8.020973628902844,0.0744153132994031,96.76232388997269,5.898839638792192,4.15550551760277e-05,2.130810310663216e-06,25247407485.06774,12481403135.127802,114808508852.09032,1991350382.9640095,57362567.42829125
52.0,0.4746297136664607,7.029290284225499,0.0783061971396472,89.41088455636554,5.899648135760898,2.5019422316044605e-05,5.382179631809345e-06,25200859202.682156,14006793409.528717,121536835222.04462,2043779656.1694221,60146637.48652581
53.0,0.5310557314787158,8.066139516377781,0.0725210341005773,97.49136792111909,5.899658181148856,5.51978682460776e-05,5.872477834738166e-06,25939555319.236145,14709596119.271324,126395324152.32697,2125893370.078746,62227740.30691531
54.0,0.4743035556919798,7.028569265437546,0.0780944047344425,89.36215457287213,5.899566379693341,1.473311421128208e-05,4.930934955733751e-06,25200099045.11196,14022378807.814365,121696288428.993,2039759984.419599,60183128.177737
55.0,0.5277449595967716,8.007626901059309,0.0736788405409635,97.01764814671775,5.898473233385023,4.134278090390732e-06,5.265686738825261e-07,25052202212.993217,11557620828.488625,110116048352.30666,1941142794.9824376,55443706.00850923
56.0,0.4744029531417387,7.029439134205693,0.0781810531818372,89.3723646670256,5.899583931778366,2.828662154984277e-05,5.218860982943808e-06,25182875533.299168,13985608592.778797,121406441810.53973,2041066330.0986261,60088616.368054286
57.0,0.5287725711684484,8.02586933734652,0.0733592413079767,97.16813673683795,5.898827012176205,1.2449683292739053e-05,2.07959502810563e-06,25338983915.286484,12549289904.693268,115287485360.42453,1998298688.5605714,57591076.619233504
58.0,0.474312217273304,7.027906314237868,0.0781220850096387,89.3619149557075,5.899496236613694,2.6412431033555203e-05,5.054739031598491e-06,25085045975.245956,13628704143.153955,119466838653.9075,2022932635.2800457,59318809.54868157
59.0,0.5287110533299141,8.024935846808473,0.0734770783159463,97.15883720064862,5.898866229967968,2.580002834327324e-05,2.3203265995362727e-06,25318807400.448586,12498507649.40812,114951505079.34799,1997890658.5116413,57468441.58583504
60.0,0.474384174803652,7.028906748367343,0.0781414198617511,89.36720865414672,5.899541122893782,3.065523232448913e-05,5.180413642144762e-06,25135758173.092785,13757425397.794819,120165007588.03777,2029978783.3393312,59618957.849472396
61.0,0.4618781840605279,6.592758374374098,0.0514555133279943,87.49053389355137,5.904284585608058,0.0655720685125855,7.175808939891201e-06,50223167460.31401,102297399301.01877,603488072978.2604,6116213297.380835,251047692.52826348
62.0,0.4264649557290349,6.159055172694744,0.0539099171934372,81.17511823465813,6.03066025819101,0.5906818037647452,0.0003649202807837,84549243608.9488,203078159005.66452,1162979991677.8418,10918207233.77638,469258948.26028943
63.0,0.4615738820731726,6.609194310328479,0.0463310015033963,87.72977149860924,5.944913228267332,0.1047454337554712,0.00010156608233008642,63693224332.74854,144938994733.00922,837858885322.2605,8193712554.941335,344043538.5592037
