index,scenario,location,fossil_depletion,human_toxicity,land_occupation,marine_toxicity,metal_depletion,climate_change,tech_type
15,1,PRT_2,285366.54866622086,457139.855228319,1525723.556062926,33748.00320650958,331710.15620152885,1365380.8149416414,hydro_run_of_river
16,2,PRT_1,105827.5752986928,1662.3524857256698,182.39761696680813,222.5882301422488,755.5592851115032,194141.67524522648,ccgt
17,2,PRT_2,411759.2833472384,6467.9651429314845,709.6818748281829,866.0575456464662,2939.7682871007546,755376.2508607169,ccgt
18,2,PRT_1,28554.43193474172,234856.4767018571,2659259.822623072,3251.270043590084,6905.724207052514,107656.8324928748,chp_biofuel_extraction
19,2,PRT_2,14443.117295456215,118792.75512658469,1345080.218195787,1644.5249096915495,3492.984380164768,54453.90273935201,chp_biofuel_extraction
20,2,PRT_1,2319958.162702402,4337523.95356834,75001711.47488908,279441.0811989912,1851325.8492657668,106708666.57326744,hydro_reservoir
21,2,PRT_2,423076.3732232681,791007.326143815,13677596.685352145,50959.93585743966,337614.8064021449,19459797.32355207,hydro_reservoir
22,2,PRT_1,2308862.0087071853,3698656.515053215,12344422.185599713,273050.5128839639,2683821.8464485817,11047110.832614468,hydro_run_of_river
23,2,PRT_2,314578.8678481805,503936.2138910299,1681908.377694826,37202.70890355139,365666.56421132217,1505151.7178642957,hydro_run_of_river
24,3,PRT_1,42076.272134312174,660.9392247259354,72.5199622733892,88.49945696030562,300.4048614383273,77189.31419503389,ccgt
