index,scenario,location,fossil_depletion,human_toxicity,land_occupation,marine_toxicity,metal_depletion,climate_change,tech_type
561,70,PRT_2,7632817.3021333935,119897.22697018152,13155.434041862143,16054.183321178216,54494.7379537841,14002474.62624452,ccgt
562,70,PRT_1,976517.083682694,8031725.591215637,90942542.74352913,111188.3699345676,236165.008598302,3681695.939345582,chp_biofuel_extraction
563,70,PRT_2,1596316.933051532,13129498.476902138,148664189.64097747,181760.1357424093,386060.0172994302,6018485.153541994,chp_biofuel_extraction
564,70,PRT_1,2258307.293116036,4222258.028566621,73008606.25116962,272015.1776068315,1802128.4756536493,103872976.60591891,hydro_reservoir
565,70,PRT_2,405994.9578508625,759070.9535273561,13125373.197902886,48902.46376298001,323983.8425643558,18674121.492462814,hydro_reservoir
566,70,PRT_1,1931098.0160512389,3093501.5740821934,10324692.035302022,228375.4081982764,2244708.8754402525,9239640.01811658,hydro_run_of_river
567,70,PRT_2,270856.0745831772,433894.9582611712,1448142.7316053435,32031.966312306864,314843.17705789243,1295953.1857352864,hydro_run_of_river
568,71,PRT_1,71602.43370923902,1124.739779066177,123.40935942950186,150.60213699721865,511.2078158542548,131355.3333591179,ccgt
569,71,PRT_2,75629.1159733632,1187.991396162208,130.34949055492726,159.07149931594174,539.956439870876,138742.31957921095,ccgt
570,71,PRT_1,7393.473967375123,60810.35863479973,688550.4959784844,841.8371089688179,1788.068915795673,27875.11200591264,chp_biofuel_extraction
571,71,PRT_2,7155.213168577508,58850.69465445295,666361.3881371306,814.7082135503096,1730.4469196863245,26976.81352235692,chp_biofuel_extraction
572,71,PRT_1,2312869.982107688,4324271.493411482,74772558.34428799,278587.3033675782,1845669.483487182,106382639.01300684,hydro_reservoir
573,71,PRT_2,422207.7063382748,789383.2177948349,13649513.634492222,50855.30413715831,336921.6105142002,19419842.169841014,hydro_reservoir
574,71,PRT_1,1930172.8075141883,3092019.446276184,10319745.37121036,228265.9912367545,2243633.412777308,9235213.213390471,hydro_run_of_river
575,71,PRT_2,292791.0050914209,469033.38287277566,1565418.7064294803,34626.03386712954,340340.3464323926,1400904.2861113306,hydro_run_of_river
576,72,PRT_1,4762023.261941486,74802.4433540024,8207.517676438367,10016.012620340802,33998.61407881373,8735976.148189023,ccgt
577,72,PRT_2,5673036.443405268,89112.74974116837,9777.68152886858,11932.1560368931,40502.821192802425,10407238.33784676,ccgt
578,72,PRT_1,1740169.3533938068,14312665.863451192,162061092.88449344,198139.4868016654,420849.8931292513,6560842.149327313,chp_biofuel_extraction
579,72,PRT_2,2086588.9921086305,17161922.188873157,194322978.85397395,237583.58418167487,504629.4790912014,7866924.550216839,chp_biofuel_extraction
580,72,PRT_1,2243683.1613889216,4194915.931331297,72535824.05793814,270253.6875734678,1790458.4233549745,103200325.85665956,hydro_reservoir
581,72,PRT_2,401588.6084527799,750832.5954529535,12982920.73840354,48371.71495046416,320467.5771968526,18471447.29071014,hydro_reservoir
582,72,PRT_1,1989454.5501396863,3186985.1925003496,10636697.55635934,235276.7654482505,2312542.527030932,9518855.968420727,hydro_run_of_river
583,72,PRT_2,273770.83283995953,438564.2237155799,1463726.602081358,32376.671294218195,318231.292873029,1309899.301783591,hydro_run_of_river
584,73,PRT_1,1585069.9412677342,24898.472345024107,2731.924823912358,3333.893948554078,11316.656441346006,2907825.6107637743,ccgt
585,73,PRT_2,1699592.3938124776,26697.405025110816,2929.308373279322,3574.770203646726,12134.293074611958,3117918.1195213017,ccgt
586,73,PRT_1,369952.4629560008,3042810.734095123,34453486.0041243,42123.59619375825,89470.86339285853,1394806.607457761,chp_biofuel_extraction
587,73,PRT_2,220349.1888398531,1812343.325663437,20521008.65352782,25089.440351735324,53290.17684026722,830767.5588534685,chp_biofuel_extraction
588,73,PRT_1,2292317.1553729028,4285844.775331437,74108107.92206138,276111.69660156075,1829268.3345262604,105437292.33803684,hydro_reservoir
589,73,PRT_2,415349.49596746895,776560.7228721977,13427795.189851789,50029.22642941391,331448.7608985047,19104392.307204187,hydro_reservoir
590,73,PRT_1,2009150.4259815123,3218536.787713631,10742002.33671856,237606.0380422938,2335437.0186332376,9613093.962094462,hydro_run_of_river
591,73,PRT_2,297255.36988727713,476185.0237571148,1589287.6096479269,35153.998333006064,345529.72532314056,1422264.7366324344,hydro_run_of_river
592,74,PRT_1,3987917.040649982,62642.68822829339,6873.317874125642,8387.827024544502,28471.858490692448,7315871.055588069,ccgt
593,74,PRT_2,4713182.80772105,74035.25153043319,8123.339404034029,9913.28598946424,33649.91612772527,8646377.878783995,ccgt
594,74,PRT_1,1060985.3808906064,8726466.31379745,98809032.59574331,120806.1149127478,256593.17772070985,4000161.014898585,chp_biofuel_extraction
595,74,PRT_2,1702518.5231780233,14002992.69784287,158554690.08474392,193852.4809639504,411744.2576107096,6418889.785119128,chp_biofuel_extraction
596,74,PRT_1,2256108.5484702075,4218147.132205477,72937523.2401979,271750.3368045321,1800373.8781509013,103771843.26952372,hydro_reservoir
597,74,PRT_2,404914.2125583732,757050.3314880267,13090433.883949611,48772.28700467065,323121.40817712224,18624411.592120245,hydro_reservoir
598,74,PRT_1,1959399.754921242,3138839.2384658195,10476008.403227162,231722.42689615407,2277606.8246400533,9375054.107340436,hydro_run_of_river
599,74,PRT_2,275536.0411919243,441391.9801370545,1473164.3584565867,32585.42826801452,320283.1715564109,1318345.2167985514,hydro_run_of_river
600,75,PRT_1,2380933.365945556,37399.99228042097,4103.623945644675,5007.84169453606,16998.748263810685,4367844.496174861,ccgt
601,75,PRT_2,2448491.3567949394,38461.201456782896,4220.06256292579,5149.937113170453,17481.08065331938,4491780.261335146,ccgt
602,75,PRT_1,888952.5455222467,7311518.69081617,82787701.53538348,101218.08019276828,214988.03150991348,3351557.317131017,chp_biofuel_extraction
603,75,PRT_2,346849.73147654044,2852793.7822658825,32301940.2911301,39493.06868209427,83883.60140875186,1307703.9503747453,chp_biofuel_extraction
604,75,PRT_1,2282057.322663456,4266662.416419844,73776418.74549529,274875.8903739565,1821080.991405376,104965381.64357217,hydro_reservoir
605,75,PRT_2,412277.4189647973,770816.9953341233,13328478.298414992,49659.19194648464,328997.24446281337,18963089.224314272,hydro_reservoir
606,75,PRT_1,2022598.599288448,3240079.9434456225,10813903.527998012,239196.4451800799,2351069.1790567995,9677438.847348606,hydro_run_of_river
607,75,PRT_2,295516.13128584385,473398.86929653486,1579988.701572599,34948.31259242997,343508.0338850598,1413943.0779443292,hydro_run_of_river
608,76,PRT_1,4161356.599009081,65367.09800662996,7172.247165883363,8752.624235695213,29710.135644392616,7634047.545208951,ccgt
609,76,PRT_2,4738584.011735475,74434.25674731193,8167.1192890710045,9966.7126037384,33831.26881857112,8692976.624778954,ccgt
610,76,PRT_1,693737.9826032426,5705904.383628059,64607467.89782266,78990.52329576464,167776.51857210102,2615553.1287664445,chp_biofuel_extraction
611,76,PRT_2,1768356.7060620342,14544503.161084777,164686166.80044568,201348.96039748972,427666.8413388521,6667115.007829843,chp_biofuel_extraction
612,76,PRT_1,2255197.758273284,4216444.267748979,72908078.38870792,271640.6312928271,1799647.0678739187,103729950.61430074,hydro_reservoir
613,76,PRT_2,404181.3945609416,755680.2138416966,13066742.679129368,48684.01840706548,322536.6196566811,18590704.93628308,hydro_reservoir
614,76,PRT_1,1959267.106100298,3138626.7431222494,10475299.191051653,231706.73958852995,2277452.6336133857,9374419.428342182,hydro_run_of_river
615,76,PRT_2,274436.6703022952,439630.8548346104,1467286.5284481407,32455.414527855577,319005.2625259841,1313085.105099332,hydro_run_of_river
616,77,PRT_1,2757899.8790637786,43321.42833665419,4753.339234641758,5800.719247868007,19690.112479221363,5059393.085108916,ccgt
617,77,PRT_2,3107475.527829822,48812.60534827165,5355.845387736432,6535.985313825235,22185.9187615498,5700692.877576287,ccgt
618,77,PRT_1,949811.5128534392,7812075.755855418,88455466.42176044,108147.61525828608,229706.4207559588,3581009.742121897,chp_biofuel_extraction
619,77,PRT_2,293031.51306042547,2410145.958332064,27289876.79478017,33365.20867999034,70867.97656473529,1104796.7821169414,chp_biofuel_extraction
620,77,PRT_1,2272693.140426649,4249154.615886746,73473684.9696822,273747.9660644295,1813608.377066485,104534667.2384146,hydro_reservoir
621,77,PRT_2,411397.4455500938,769171.7476627888,13300029.719808606,49553.19834436524,328295.02596788615,18922614.01609174,hydro_reservoir
622,77,PRT_1,2017980.6734421805,3232682.3070979686,10789213.60454086,238650.32028563923,2345701.3007579865,9655343.660001712,hydro_run_of_river
623,77,PRT_2,294573.0259112277,471888.0718452142,1574946.3513299834,34836.77911608039,342411.7679331092,1409430.6430041164,hydro_run_of_river
624,78,PRT_1,4090579.440981474,64255.32175882583,7050.260198654056,8603.75790954725,29204.81991008964,7504206.18779532,ccgt
625,78,PRT_2,4638187.626611311,72857.21806058045,7994.082522925276,9755.547851882437,33114.4856856486,8508798.518632635,ccgt
626,78,PRT_1,506642.6503852816,4167069.6895078784,47183374.11425146,57687.43975601871,122528.59461840767,1910160.323655822,chp_biofuel_extraction
627,78,PRT_2,1750192.0021613298,14395100.841745991,162994497.10155678,199280.6875010785,423273.81276354304,6598629.860249599,chp_biofuel_extraction
628,78,PRT_1,2258268.6533564203,4222185.785503972,73007357.06997807,272010.523412468,1802097.6411382104,103871199.3336855,hydro_reservoir
629,78,PRT_2,404199.2949575325,755713.6814275522,13067321.379384397,48686.174526196286,322550.90416726127,18591528.281928733,hydro_reservoir
630,78,PRT_1,1957368.298919601,3135584.969502505,10465147.14324664,231482.1829573403,2275245.459614017,9365334.288868356,hydro_run_of_river
631,78,PRT_2,273918.5672333549,438800.8852287273,1464516.4698675354,32394.142650988368,318403.0193733443,1310606.1600589978,hydro_run_of_river
632,79,PRT_1,2843533.6570163653,44666.57418583176,4900.932118503377,5980.833655866694,20301.497516331365,5216489.050525959,ccgt
633,79,PRT_2,3274844.2777601345,51441.65412590995,5644.311423699555,6888.01373102142,23380.853188521523,6007732.412437211,ccgt
634,79,PRT_1,996592.7864265,8196845.626679815,92812182.79938932,113474.23333693288,241020.20119076304,3757385.995880625,chp_biofuel_extraction
635,79,PRT_2,280545.0845234844,2307446.712923243,26127022.01229921,31943.476629905614,67848.20604349887,1057720.0499127123,chp_biofuel_extraction
636,79,PRT_1,2272485.19122987,4248765.822400443,73466962.19945775,273722.9183936065,1813442.433675988,104525102.41872954,hydro_reservoir
637,79,PRT_2,410389.395816678,767287.0413196426,13267440.573817316,49431.77783259191,327490.6026128356,18876247.81663966,hydro_reservoir
638,79,PRT_1,2019868.828994301,3235707.017456556,10799308.70299177,238873.6172345114,2347896.093301312,9664377.83509526,hydro_run_of_river
639,79,PRT_2,292273.6108678205,468204.54879401566,1562652.4377185628,34564.84581969124,339738.9272417748,1398428.7326522183,hydro_run_of_river
640,80,PRT_1,4199495.465473809,65966.18798191719,7237.980868440071,8832.842106718479,29982.42927485445,7704013.651930364,ccgt
641,80,PRT_2,4756402.625412493,74714.1537085205,8197.830308039049,10004.190677584103,33958.48536844943,8725665.037983548,ccgt
642,80,PRT_1,350812.90402267856,2885390.359318254,32671028.548468016,39944.32417218021,84842.07176638811,1322646.030256251,chp_biofuel_extraction
643,80,PRT_2,1700174.5443099071,13983713.777509687,158336396.51675054,193585.59040580053,411177.379878827,6410052.441026683,chp_biofuel_extraction
644,80,PRT_1,2255307.071887505,4216648.646615699,72911612.3783659,271653.79821757536,1799734.3001020416,103734978.59721844,hydro_reservoir
