id,infra,pace,import,power,storage,bio,max_regional_share,battery,land_occupation,surplus_ore,global_warming,water_consumption,freshwater_eutrophication,index,scenario,wind_onshore,wind_offshore,open_field_pv,roof_mounted_pv,hydro_run_of_river,chp_hydrogen
0.0,0.5979860019223701,8.465207226466934,0.0215394908965883,96.4922003569398,5.898507584463992,0.5647692090048836,0.7132298000553371,3.123265754514433e-07,29853929103.050995,11210795358.422678,113960293588.02586,1562688414.0389166,51509782.79572993,0,0.0,14.020373360439446,,65.1817163992954,,1.6155,5.746893712825076e-05
1.0,0.5311892362800221,6.804405939938355,0.0559750668672352,90.57214280144876,5.903376772284333,0.0307738297236798,0.4470166177079818,0.0022853042196071,52210401980.393456,140690944776.5145,670344567154.9113,12117374606.043734,316536533.5722758,0,1.0,22.03037487329044,,47.61818786750845,,1.6155,0.0004524814003673
2.0,0.1836341987358341,3.593915152275282,0.1402902381521802,41.5948011835477,5.921817050482875,0.7002486367280719,0.4155517952655093,4.804916390112996e-05,49481584430.92971,110081269491.11096,641434481523.3298,5801977681.826267,260262309.95858905,0,2.0,24.063553387494093,0.059804159081277196,0.1364237552095579,0.0544791330501954,1.6155,0.0154262962036772
3.0,0.2711428431584876,4.251689228985752,0.0843077203103779,53.03056029498365,5.919654140298243,0.7277761385928719,0.3891205995767963,9.640967206376204e-05,44558779343.79502,88937194209.38861,528111127840.0843,4883736811.147361,215212914.28561187,0,3.0,25.696575733796113,0.1004389936297064,9.866041891762753,0.1602760428924327,1.6155,0.0115128755713183
4.0,0.2483209405383873,4.102345347107141,0.0848971361927838,50.18063480664932,5.921337746383458,0.582790998560196,0.3556229744943575,8.199496102400192e-05,62948813324.05537,155101297179.72137,889794108484.6785,8018313629.915338,359244458.40957147,0,4.0,28.113296500021338,0.058206171121716596,4.397758355561766,0.1766119678399207,1.6155,0.013451319759327
5.0,0.2853736549113523,4.3875213949835965,0.073759781264981,55.2825122905744,5.930487743584088,0.591307105347489,0.3686218637947931,0.0001399610272254,63939382502.14722,157705132599.06506,905066322558.1892,8182986803.945614,365137566.8942019,0,5.0,27.123080778681764,0.0368214573550725,10.309550657978248,0.1606331697339195,1.6155,0.0199684184579225
6.0,0.2849297461914541,4.4003715101352645,0.0783437583099007,55.13076491498765,5.928715562756134,0.5957856680862256,0.3723009986178894,8.485485472800917e-05,55121853161.66668,122716131298.209,715424574265.8508,6535890092.854608,289016810.81358784,0,6.0,26.856645907741193,0.0292912241716882,10.63901207442921,0.1102328187076768,1.6155,0.0184204959665141
7.0,0.2902154138363782,4.451154493743178,0.0789371029318516,56.04435726107537,5.940212698812251,0.6919851184170654,0.3972872398253598,0.0002284220732619,75792339706.28598,200499828830.96332,1137217642805.8662,10222941378.237667,457868114.5956065,0,7.0,25.169843397665293,0.0649843577379228,13.113057020828675,0.0424862137235473,1.6155,0.0270853333090639
8.0,0.2598587203553013,4.143518287728194,0.0683661260585303,51.82939436418502,5.952912075321106,0.9925906044063254,0.4118650176239054,0.0001860103448121,63319658744.65397,151489011891.97073,870849059729.4069,7898736721.278917,351732120.9453276,0,8.0,24.267660139444363,0.0850756099793337,9.881775597067737,0.10544403312557929,1.6155,0.0281456828594537
9.0,0.2470123378535485,4.044667425070327,0.0868663337528461,50.1764134704391,5.955088432178624,0.7092261616344789,0.3850991102035329,0.0002236694614646,53199882053.48357,114846314530.4551,669748055822.6063,6147358633.546946,271628027.28114927,0,9.0,25.961952288948133,0.1289655704762213,6.515415143448809,0.0849321142123696,1.6155,0.0333783134179253
10.0,0.2302568418023498,3.898265522104022,0.0795022349235863,48.258714777914456,5.96622590202435,0.7106167432100546,0.3207290559835225,0.0002612243639814,50941939798.37528,105081859936.85796,618868702374.4712,5756573055.175114,251288932.48113337,0,10.0,26.67455697703089,0.2261175786541852,3.4371581843099297,0.1523278131664556,1.6155,0.0395861043267699
11.0,0.2312762473358508,3.8843545471067737,0.0679446223038809,48.05619328975441,5.98438017786541,0.9996916823518674,0.4079825341472339,0.0003777988409726,70934793337.07832,170538708319.9488,975894292252.1936,9313936388.229818,396292173.8858753,0,11.0,24.503377094957877,0.38669107951469817,5.454430596732929,0.2787785388204211,1.6155,0.0302292953862119
12.0,0.280491008833129,4.366969886662584,0.0767573452703033,55.082532750322,5.983573336699369,0.6073676282541366,0.3990973776409656,0.0005296838834938,69814351982.45778,171868678962.22086,957000792829.7452,9913785655.652784,394412202.20181024,0,12.0,25.045413904735707,0.3297891477016121,11.188664060213428,0.3763268093014655,1.6155,0.0527510885761008
13.0,0.3063516121933985,4.575106282908788,0.0657644683949614,58.11346271530094,5.94956515025436,0.6033387155576666,0.3686548707137979,0.0007078257414482,60815937107.01758,144070632517.99792,812468173943.486,8177758485.853168,334566261.8865815,0,13.0,27.090099241782003,0.1291298551999871,12.647162211624645,0.3094443653925727,1.6155,0.0329991255087254
14.0,0.3030485468952267,4.54441942082959,0.0674629491750025,57.66582314448078,5.963636883097258,0.6101920899732761,0.3752917855704302,0.0020008536619576,66668264632.410255,159352860815.1623,907727213867.2966,8695957185.567629,369927268.76585,0,14.0,26.632669289212714,0.0840122432186047,12.227095201932205,0.3298514951220522,1.6155,0.0460648022661041
15.0,0.2992641213777344,4.495961233499831,0.0641717362803553,56.9611972773661,5.977593256900553,0.7180164776882956,0.3851182415892262,0.0027620226269493,65277802809.73472,151040459235.46857,863779483129.8068,8416330860.230378,352533613.99104095,0,15.0,25.945667143060184,0.1175711812326229,12.082163338972093,0.3775567070839068,1.6155,0.0437824555686347
16.0,0.2764491398817881,4.249490019399731,0.0724276141996533,53.371864766658696,5.952797388651324,0.9998475988787846,0.4295460091237428,0.0028308515291449,69817909410.31012,170305515469.03534,964544974566.8772,9483872482.216455,393949155.8651657,0,16.0,23.27195220092095,0.06286707643062281,11.91962905617639,0.2736745742680233,1.6155,0.0257381994305586
17.0,0.2946322280551803,4.477185048685668,0.0750774963262973,56.68755290048287,5.982628851510177,0.6066613386368434,0.3978878257741032,0.0021258637350503,79737141228.7127,193346858124.16013,1111816631811.4302,10400762197.185366,448611219.5304787,0,17.0,25.131720116109992,0.169774826167658,12.468976960806712,0.3829370702434667,1.6155,0.056225108835541
18.0,0.2806866793402007,4.346029296365932,0.0721604482360431,54.77639244107927,5.989074967665161,0.7222416271729114,0.3962179094265961,0.0012944425750673,61555450028.804085,138782740536.87997,770115299680.0984,8840271495.795761,323780823.79662734,0,18.0,25.230230909526814,0.14207180819596,10.693068369974197,0.4380055969255033,1.6155,0.0477056991573733
19.0,0.2799468494258338,4.329295346609249,0.0753147692734692,54.534488125805325,5.993619931866236,0.7150924952075092,0.4023434634637829,0.0005658106455382,61181952725.58498,151212425811.71887,786977159868.5898,10907894980.61753,344297473.9554261,0,19.0,24.846730728949883,0.1378010508187131,11.143414478344209,0.4566838798084628,1.6155,0.0677702982463464
20.0,0.2768843210503592,4.331340902155727,0.0693102286052969,54.561412601506426,6.019957152283967,0.6509519336070492,0.3867255972054981,0.0003908163668567,76369571245.51288,274377859229.72775,1157286802066.1123,25452803471.980392,573511125.9375803,0,20.0,25.853520062510754,0.1478123772881722,9.712124056059421,0.4931982969363526,1.6155,0.0618671985510512
21.0,0.2647886436747574,4.227819116068517,0.0716729844129586,53.055419983438114,5.999759520875776,0.6264880922521361,0.376952867490595,0.0003271623440173,61493819080.42806,211287696913.24503,878528803107.7078,20415378090.240276,444347593.5705962,0,21.0,26.511954381176174,0.1597177893705929,7.524036474925267,0.4767676253755833,1.6155,0.0523464438797919
22.0,0.2604614253716273,4.1686031005820725,0.0662234935405525,52.19140979778628,5.976407394182997,0.6520165978096546,0.3622501020570544,0.0007040254859224,56561805014.962326,212211597992.25064,801795211879.3538,22886357478.742863,436405846.66438,0,22.0,27.594460796490853,0.14741126554516779,5.732574997139306,0.4764322476550133,1.6155,0.0542874274668218
23.0,0.2661410386069896,4.222667512108545,0.0705072297273315,52.98061120218563,5.988581956832896,0.6513900370173411,0.3779715409384642,0.0009369580879155,65160380934.85437,214679939770.1377,926045458775.922,19810325521.73024,455483362.1408287,0,23.0,26.431239039164236,0.1389952615590043,7.525658271658486,0.5015715813373078,1.6155,0.0725639591387245
24.0,0.2788181559344136,4.314045212803108,0.0718436426065965,54.31026919254985,6.009871869787687,0.734297649580405,0.399573469289254,0.0006866036794614,72051544221.43883,243996899747.0383,1060223751462.895,22186804040.296825,517226356.2924343,0,24.0,24.955319058151666,0.1883240836124502,10.765944734486805,0.4976912889503854,1.6155,0.07278217798220171
