infra,pace,import,power,storage,bio
0.5019845570452119,8.089425633075022,0.0290147315808306,72.86467632799278,5.8985188899333965,0.8228428776379451
0.4665439666911353,6.582621099900612,0.0616791023209778,58.24924799919533,5.90540306865921,0.1053240761074639
0.1881200008807587,3.729211861614511,0.1182384438737803,15.864468777052403,5.9018983210107665,0.7117551560035472
0.2395485438156246,4.25348724174246,0.1146744774140022,25.815544695432255,5.901122540319956,0.7152786383315111
0.2066186962485643,3.89421898137887,0.1099477998496877,18.453950164280943,5.902749800453825,0.7123299661053965
0.2167521025190885,4.020260046091668,0.1154258293806272,21.499698266249368,5.903019727570881,0.718386667893706
0.2376920861321784,4.178839900038492,0.1067937256240843,24.6366453968021,5.902084950600103,0.8356451463761309
0.2176348755052997,3.948004116292392,0.0822028718747228,18.171369623512057,5.903472475502197,0.7274891059513084
0.2452908559565656,4.287532876391808,0.0719543585418506,22.95741517394943,5.902488490622003,0.7833853443363576
0.2560678904413735,4.372731752486365,0.064800854721849,25.864309672572713,5.902495399920642,0.8761461381200185
0.2747444379907544,4.585719926332144,0.0894109769035849,32.44139322383826,5.904545686267645,0.8346053742026529
0.3425875199562457,5.322106448249257,0.0986837377964682,46.305685613720584,5.912396667282441,0.5776064557224987
0.3272732450876153,5.121533283360474,0.0570662392312311,42.76325635907354,5.912240429661423,1.0009737770934894
0.3294898647170335,5.171743881150243,0.0537174319639687,37.98697827876618,5.919244335193949,0.5758890320607509
0.3481516849410986,5.3699915380512255,0.055176230572717,42.67272149112237,5.9322007088133795,0.5761341820984275
0.3521755995587869,5.415537247429549,0.0797254185182077,46.56291502889845,5.944429139854831,0.5800801933293528
0.3440178076794805,5.324001472602685,0.0805831737228207,44.20956464866176,5.914061657833361,0.5837735392078488
0.416514959305707,6.075153341541999,0.091727260992564,60.402218082249135,5.918518181608593,0.5977444687727845
0.4166294262717566,6.062290363782109,0.0807380135729092,58.46862529947494,5.941183634060882,0.6193958680552614
0.4013679789694325,5.929737225656647,0.0910861585831386,57.15636253758398,5.928547130686439,0.5837624870466033
0.3648695508720686,5.408323449407118,0.0817492022439321,50.734336679991046,5.922608522559265,0.9997131498768508
0.3618408307711624,5.388472203390504,0.0992402125847657,45.99116160780854,5.929351621122952,0.5774784537806745
0.3777494462243382,5.548798979761839,0.104838940172915,49.57606276728632,5.918802943603673,0.5744386098113737
0.3720266123816271,5.502492110369633,0.0905035671187012,48.04622858510689,5.947995007621131,0.606268045143721
0.3798595767088511,5.586272968257345,0.1211317629847495,52.67114612664214,5.930489021265123,0.5769979158740147
0.3992643808392984,5.907909006799311,0.0903987810287098,56.375597427423415,5.953212122740235,0.5797325092167821
0.393767872106187,5.856515543084488,0.078437146851129,54.5458138954549,5.937449922783569,0.6185742299560684
0.376286837241327,5.637900086834922,0.0764237190529834,49.23106744116444,5.931855550790985,0.5758236600835631
0.3704202698419051,5.543833505792724,0.0749558624077762,46.70304582684331,5.927409297008168,0.5757089095719686
0.3884652589153783,5.761551369696385,0.0724901639368959,52.56131422152463,6.003881573739864,0.6054063818562593
