spores,techs,locs,carriers,unit,generated_district_heat
42,chp_wte_back_pressure,PRT_1,heat,twh,0.0017808389335234
42,chp_wte_back_pressure,PRT_2,heat,twh,0.0018859855101022
43,chp_biofuel_extraction,PRT_1,heat,twh,0.0661455288884687
43,chp_biofuel_extraction,PRT_2,heat,twh,0.0377155169176178
43,chp_hydrogen,PRT_1,heat,twh,0.0106566139650351
43,chp_hydrogen,PRT_2,heat,twh,0.0111729073718468
43,chp_methane_extraction,PRT_1,heat,twh,0.0088869298392133
43,chp_methane_extraction,PRT_2,heat,twh,0.0056756050856728
43,chp_wte_back_pressure,PRT_1,heat,twh,0.0045609456905229
43,chp_wte_back_pressure,PRT_2,heat,twh,0.0047716055160437
44,chp_biofuel_extraction,PRT_1,heat,twh,0.2770981644042779
44,chp_biofuel_extraction,PRT_2,heat,twh,0.1333131007115232
44,chp_hydrogen,PRT_1,heat,twh,0.0344503143548893
44,chp_hydrogen,PRT_2,heat,twh,0.0351489383084282
44,chp_methane_extraction,PRT_1,heat,twh,0.0296948733474419
44,chp_methane_extraction,PRT_2,heat,twh,0.0144134643276869
44,chp_wte_back_pressure,PRT_1,heat,twh,0.0216469724553855
44,chp_wte_back_pressure,PRT_2,heat,twh,0.0232144760835615
45,chp_biofuel_extraction,PRT_1,heat,twh,0.0930050460025125
45,chp_biofuel_extraction,PRT_2,heat,twh,0.0398990040932774
45,chp_hydrogen,PRT_1,heat,twh,0.0109977263048912
45,chp_hydrogen,PRT_2,heat,twh,0.0107206162079921
45,chp_methane_extraction,PRT_1,heat,twh,0.0107188074213955
45,chp_methane_extraction,PRT_2,heat,twh,0.0066022123508205
45,chp_wte_back_pressure,PRT_1,heat,twh,0.0169151594411635
45,chp_wte_back_pressure,PRT_2,heat,twh,0.0190471607097681
46,chp_biofuel_extraction,PRT_1,heat,twh,0.0516266164829095
46,chp_biofuel_extraction,PRT_2,heat,twh,0.0255792888982635
46,chp_hydrogen,PRT_1,heat,twh,0.0060458183484404
