spores,techs,locs,carriers,unit,generated_road_transport
28,light_transport_ev,PRT_2,transport,billion_km,36.04438220839502
28,light_transport_ice,PRT_1,transport,billion_km,0.0151238746797051
28,light_transport_ice,PRT_2,transport,billion_km,0.0095028762390359
29,heavy_transport_ev,PRT_1,transport,billion_km,0.9074320153012284
29,heavy_transport_ev,PRT_2,transport,billion_km,1.1308600538585207
29,heavy_transport_ice,PRT_1,transport,billion_km,0.008114094587028
29,heavy_transport_ice,PRT_2,transport,billion_km,0.0036765253420575
29,light_transport_ev,PRT_1,transport,billion_km,33.943363540372204
29,light_transport_ev,PRT_2,transport,billion_km,36.02136036587305
29,light_transport_ice,PRT_1,transport,billion_km,0.0590482010432808
29,light_transport_ice,PRT_2,transport,billion_km,0.0295068786285983
30,heavy_transport_ev,PRT_1,transport,billion_km,0.9109402219746688
30,heavy_transport_ev,PRT_2,transport,billion_km,1.132635214048336
30,heavy_transport_ice,PRT_1,transport,billion_km,0.0046032093512583
30,heavy_transport_ice,PRT_2,transport,billion_km,0.0018986865846224
30,light_transport_ev,PRT_1,transport,billion_km,33.97211831879284
30,light_transport_ev,PRT_2,transport,billion_km,36.03697421471603
30,light_transport_ice,PRT_1,transport,billion_km,0.0302827081580874
30,light_transport_ice,PRT_2,transport,billion_km,0.0138823167728448
31,heavy_transport_ev,PRT_1,transport,billion_km,0.9120185568123144
31,heavy_transport_ev,PRT_2,transport,billion_km,1.132519551690173
31,heavy_transport_ice,PRT_1,transport,billion_km,0.0043082799341308
31,heavy_transport_ice,PRT_2,transport,billion_km,0.0027977543575114
31,light_transport_ev,PRT_1,transport,billion_km,33.983351335903734
31,light_transport_ev,PRT_2,transport,billion_km,36.03300334516056
31,light_transport_ice,PRT_1,transport,billion_km,0.0221833135287815
31,light_transport_ice,PRT_2,transport,billion_km,0.0209868085951064
32,heavy_transport_ev,PRT_1,transport,billion_km,0.9143952008243418
32,heavy_transport_ev,PRT_2,transport,billion_km,1.1340778432727645
32,heavy_transport_ice,PRT_1,transport,billion_km,0.0012303948234411
32,heavy_transport_ice,PRT_2,transport,billion_km,0.0005382216850234
32,light_transport_ev,PRT_1,transport,billion_km,33.99406993680912
32,light_transport_ev,PRT_2,transport,billion_km,36.04724475877717
32,light_transport_ice,PRT_1,transport,billion_km,0.0086597477936499
32,light_transport_ice,PRT_2,transport,billion_km,0.003940429672502
33,heavy_transport_ev,PRT_1,transport,billion_km,0.907316361016549
33,heavy_transport_ev,PRT_2,transport,billion_km,1.1334540996725797
33,heavy_transport_ice,PRT_1,transport,billion_km,0.0080629367238225
33,heavy_transport_ice,PRT_2,transport,billion_km,0.0009156673831394
33,light_transport_ev,PRT_1,transport,billion_km,33.95264449681229
33,light_transport_ev,PRT_2,transport,billion_km,36.0433400337817
33,light_transport_ice,PRT_1,transport,billion_km,0.049099996092251
33,light_transport_ice,PRT_2,transport,billion_km,0.0068599627913085
34,heavy_transport_ev,PRT_1,transport,billion_km,0.9133510556841512
34,heavy_transport_ev,PRT_2,transport,billion_km,1.132687132773231
34,heavy_transport_ice,PRT_1,transport,billion_km,0.0007622948829036
34,heavy_transport_ice,PRT_2,transport,billion_km,0.0004166871090904
34,light_transport_ev,PRT_1,transport,billion_km,33.991322941598604
34,light_transport_ev,PRT_2,transport,billion_km,36.04216354566876
34,light_transport_ice,PRT_1,transport,billion_km,0.0053577620605937
34,light_transport_ice,PRT_2,transport,billion_km,0.0029726620995099
35,heavy_transport_ev,PRT_1,transport,billion_km,0.914063045220578
35,heavy_transport_ev,PRT_2,transport,billion_km,1.133899319001611
35,heavy_transport_ice,PRT_1,transport,billion_km,0.001484894813682
35,heavy_transport_ice,PRT_2,transport,billion_km,0.0006390903525398
35,light_transport_ev,PRT_1,transport,billion_km,33.99219298624861
35,light_transport_ev,PRT_2,transport,billion_km,36.04624460398416
35,light_transport_ice,PRT_1,transport,billion_km,0.0102260768954544
