spores,techs,exporting_region,unit,carriers,importing_region,transmission_capacity
91,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.7112427241485
91,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000450517609
91,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000450517609
92,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.3721421554818
92,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.3721421554818
92,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000727153256
92,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000727153256
93,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.6495902145341
93,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.6495902145341
93,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0001767752654995
93,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0001767752654995
94,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.385306183347
94,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.385306183347
94,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000016551690299
94,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000016551690299
95,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.6326270434153
95,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.6326270434153
95,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999816168252
95,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999816168252
96,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.3827506892498
96,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.3827506892498
96,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000120350003
96,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000120350003
97,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.6524686180431
97,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.6524686180431
97,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999298501702
97,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999298501702
98,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.3806766861759
98,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.3806766861759
98,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000508667479
98,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000508667479
99,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.626313168805599
99,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.626313168805599
99,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999840999014005
99,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999840999014005
100,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.3875650891610003
100,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.3875650891610003
100,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999978475778004
100,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999978475778004
101,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.340914748659101
101,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.340914748659101
101,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000570815277
101,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000570815277
102,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.3801679189193
102,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.3801679189193
102,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000401317262995
102,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000401317262995
103,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.245769774465501
103,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.245769774465501
103,ac_transmission,PRT_1,gw,electricity,PRT_2,4.001276241505
103,ac_transmission,PRT_2,gw,electricity,PRT_1,4.001276241505
104,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.3917437688266
104,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.3917437688266
104,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000374554302995
104,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000374554302995
105,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.2277006815314
105,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.2277006815314
105,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999589361409
105,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999589361409
106,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.5560210040811
106,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.5560210040811
106,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0004633778049
106,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0004633778049
107,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.1046600096812
107,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.1046600096812
107,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0004876344012
107,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0004876344012
108,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.531628116242
108,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.531628116242
108,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0008319922194
108,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0008319922194
109,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.0450228919513
109,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.0450228919513
109,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0007075206913
109,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0007075206913
110,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.454776559458
110,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.454776559458
110,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000072048679005
110,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000072048679005
111,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999786855458
111,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999786855458
111,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999778795222998
111,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999778795222998
112,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000708923426003
112,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000708923426003
112,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000515294577
112,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000515294577
113,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000128822586003
113,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000128822586003
113,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999892130054
113,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999892130054
114,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0002139127929
114,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0002139127929
114,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999883406627
114,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999883406627
115,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0009133555652
115,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0009133555652
115,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999815819090996
115,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999815819090996
116,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0002555416274
116,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0002555416274
116,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999771436811002
116,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999771436811002
117,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000908647082
117,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000908647082
117,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999900219330997
117,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999900219330997
118,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0012262945137
118,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0012262945137
118,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0006246619937
118,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0006246619937
119,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000987098429
119,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000987098429
119,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999884975238005
119,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999884975238005
120,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000191892289
120,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000191892289
120,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999971500496003
120,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999971500496003
121,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.1153971320234
121,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.1153971320234
121,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9997722716523
121,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9997722716523
122,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.0876794298515
122,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.0876794298515
122,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0020922142143
122,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0020922142143
123,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.4570988708082
123,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.4570988708082
123,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9996846062140996
123,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9996846062140996
124,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.4522398603164
124,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.4522398603164
124,ac_transmission,PRT_1,gw,electricity,PRT_2,4.004100089394799
124,ac_transmission,PRT_2,gw,electricity,PRT_1,4.004100089394799
125,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.775702379228
125,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.775702379228
125,ac_transmission,PRT_1,gw,electricity,PRT_2,4.001860195386301
125,ac_transmission,PRT_2,gw,electricity,PRT_1,4.001860195386301
126,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0015016823247
126,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0015016823247
126,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000010795153
126,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000010795153
127,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.867397544959401
127,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.867397544959401
127,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9997233806323003
127,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9997233806323003
128,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000276882707997
128,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000276882707997
128,ac_transmission,PRT_1,gw,electricity,PRT_2,4.001319744901901
128,ac_transmission,PRT_2,gw,electricity,PRT_1,4.001319744901901
129,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,5.283543312121201
129,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,5.283543312121201
129,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9992597727856998
129,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9992597727856998
130,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0011284316010998
130,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0011284316010998
130,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0011696734903
130,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0011696734903
131,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000159071551997
131,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000159071551997
131,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9998579410411
131,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9998579410411
132,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9988536726471002
132,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9988536726471002
132,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9989963370289
132,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9989963370289
133,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9990908576665998
133,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9990908576665998
133,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0003883721725
133,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0003883721725
134,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9989613746971
134,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9989613746971
134,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9989830825596
134,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9989830825596
135,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9994210273946
135,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9994210273946
135,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9992379647755
135,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9992379647755
136,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0010016853669
136,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0010016853669
136,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000546197792
136,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000546197792
137,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9996244757272
137,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9996244757272
137,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000689075738499
137,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000689075738499
138,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.999349375235
138,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.999349375235
138,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9996055502020997
138,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9996055502020997
139,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001399165718
139,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0001399165718
139,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9991675559775
139,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9991675559775
140,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9990959185312
140,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9990959185312
140,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9991116825333
140,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9991116825333
141,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9996581142428003
141,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9996581142428003
141,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9996256757146003
141,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9996256757146003
142,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9991705651082996
142,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9991705651082996
142,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9993040844142995
142,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9993040844142995
143,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9993833033520003
143,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9993833033520003
143,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9993074843017
143,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9993074843017
144,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9988421395044003
144,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9988421395044003
144,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9994754772497005
144,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9994754772497005
145,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9997806845436
145,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9997806845436
145,ac_transmission,PRT_1,gw,electricity,PRT_2,3.999784689567
145,ac_transmission,PRT_2,gw,electricity,PRT_1,3.999784689567
146,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9991185247939
146,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9991185247939
146,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9991594690431995
146,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9991594690431995
147,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9998083672024
147,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9998083672024
147,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9986837418683
147,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9986837418683
148,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9988134745451003
148,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9988134745451003
148,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9986355902442003
148,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9986355902442003
149,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9997685787951
149,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9997685787951
149,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9997688113466
149,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9997688113466
150,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9989986053095
150,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9989986053095
150,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9989746789843
150,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9989746789843
151,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999956113246599
151,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999956113246599
151,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0125217632745995
151,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0125217632745995
152,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999581154092
152,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999581154092
152,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0125773663132005
152,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0125773663132005
153,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999436186203
153,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999436186203
153,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0125094492062
153,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0125094492062
154,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999977135772001
154,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999977135772001
154,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0127012269149
154,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0127012269149
155,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999783178915
155,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999783178915
155,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0127386024828
155,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0127386024828
156,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999950800852599
156,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999950800852599
156,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0125383904093
156,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0125383904093
157,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999826918131
157,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999826918131
157,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0127523658412
157,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0127523658412
158,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999634686124
158,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999634686124
158,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0126138101299
158,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0126138101299
159,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999795325923
159,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999795325923
159,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0127411040968
159,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0127411040968
160,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999671336024
160,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999671336024
160,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0126545101754
160,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0126545101754
161,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999485556386
161,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999485556386
161,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0137747921916995
161,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0137747921916995
162,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9995309880452
162,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9995309880452
162,ac_transmission,PRT_1,gw,electricity,PRT_2,5.014760264126
162,ac_transmission,PRT_2,gw,electricity,PRT_1,5.014760264126
163,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.998795811817201
163,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.998795811817201
163,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0129579401307
163,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0129579401307
164,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999740628546299
164,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999740628546299
164,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0149992957459
164,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0149992957459
165,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9990767710692
165,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9990767710692
165,ac_transmission,PRT_1,gw,electricity,PRT_2,5.013409097072699
165,ac_transmission,PRT_2,gw,electricity,PRT_1,5.013409097072699
166,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9994360826467
166,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9994360826467
166,ac_transmission,PRT_1,gw,electricity,PRT_2,5.014652604414301
166,ac_transmission,PRT_2,gw,electricity,PRT_1,5.014652604414301
167,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999301934355099
167,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999301934355099
167,ac_transmission,PRT_1,gw,electricity,PRT_2,5.013572532844901
167,ac_transmission,PRT_2,gw,electricity,PRT_1,5.013572532844901
168,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999048583013701
168,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999048583013701
168,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0140903370679
168,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0140903370679
169,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999446705145
169,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999446705145
169,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0137491125628
169,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0137491125628
170,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999820039136
170,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999820039136
170,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0150853765336
170,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0150853765336
171,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999909688851
171,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999909688851
171,ac_transmission,PRT_1,gw,electricity,PRT_2,5.044317091045
171,ac_transmission,PRT_2,gw,electricity,PRT_1,5.044317091045
172,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999876163774
172,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999876163774
172,ac_transmission,PRT_1,gw,electricity,PRT_2,5.044011126734899
172,ac_transmission,PRT_2,gw,electricity,PRT_1,5.044011126734899
173,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999990202604899
173,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999990202604899
173,ac_transmission,PRT_1,gw,electricity,PRT_2,5.044221999242501
173,ac_transmission,PRT_2,gw,electricity,PRT_1,5.044221999242501
174,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999864580271
174,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999864580271
174,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0439640222744
174,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0439640222744
175,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999845044109
175,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999845044109
175,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0438694669488005
175,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0438694669488005
176,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999985604097398
176,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999985604097398
176,ac_transmission,PRT_1,gw,electricity,PRT_2,5.043943568063
176,ac_transmission,PRT_2,gw,electricity,PRT_1,5.043943568063
177,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999850347229
177,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999850347229
177,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0438306968629
177,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0438306968629
178,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999898343121
178,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999898343121
178,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0441074582272
178,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0441074582272
179,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999816702177
179,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999816702177
179,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0437298074156995
179,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0437298074156995
180,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9999862053069
180,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9999862053069
180,ac_transmission,PRT_1,gw,electricity,PRT_2,5.0439672128365
180,ac_transmission,PRT_2,gw,electricity,PRT_1,5.0439672128365
181,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9994392619358
181,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9994392619358
181,ac_transmission,PRT_1,gw,electricity,PRT_2,7.4525329945137
181,ac_transmission,PRT_2,gw,electricity,PRT_1,7.4525329945137
182,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9980574726436
182,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9980574726436
182,ac_transmission,PRT_1,gw,electricity,PRT_2,7.4119146828447
182,ac_transmission,PRT_2,gw,electricity,PRT_1,7.4119146828447
183,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.9989411252326
183,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.9989411252326
183,ac_transmission,PRT_1,gw,electricity,PRT_2,7.5434149992142006
183,ac_transmission,PRT_2,gw,electricity,PRT_1,7.5434149992142006
