spores,techs,locs,carriers,unit,nameplate_capacity
4,ccgt,PRT_1,electricity,gw,0.0006638307107620194
4,ccgt,PRT_2,electricity,gw,0.389518790386
4,chp_biofuel_extraction,PRT_1,electricity,gw,0.000933419844407884
4,chp_biofuel_extraction,PRT_1,heat,gw,0.0017051373787747132
4,chp_biofuel_extraction,PRT_2,heat,gw,0.0006667670986052146
4,chp_hydrogen,PRT_1,heat,gw,0.0003993903908163139
4,chp_hydrogen,PRT_2,heat,gw,0.0004682014889066565
4,chp_methane_extraction,PRT_1,heat,gw,0.00026807840615803764
4,chp_methane_extraction,PRT_2,heat,gw,0.00023664267115261923
4,chp_wte_back_pressure,PRT_1,electricity,gw,0.07614299835023267
4,chp_wte_back_pressure,PRT_1,heat,gw,5.6752067324556406e-05
4,chp_wte_back_pressure,PRT_2,electricity,gw,0.0745217840583508
4,chp_wte_back_pressure,PRT_2,heat,gw,6.980441692891701e-05
4,electrolysis,PRT_2,hydrogen,gw,3.3848835795318
4,existing_pv,PRT-10_1,electricity,gw,0.2
4,existing_pv,PRT-12_1,electricity,gw,0.1
4,existing_pv,PRT-15_1,electricity,gw,0.2
4,existing_pv,PRT-3_1,electricity,gw,0.5
4,existing_pv,PRT-9_1,electricity,gw,0.1
4,existing_wind,PRT-10_1,electricity,gw,0.11
4,existing_wind,PRT-11_1,electricity,gw,0.43
4,existing_wind,PRT-12_1,electricity,gw,0.1
4,existing_wind,PRT-15_1,electricity,gw,0.11999999999989999
4,existing_wind,PRT-16_1,electricity,gw,0.030000000000000002
4,existing_wind,PRT-17_1,electricity,gw,0.08
4,existing_wind,PRT-18_1,electricity,gw,0.83
4,existing_wind,PRT-19_1,electricity,gw,0.7699999999999999
4,existing_wind,PRT-1_1,electricity,gw,0.060000000000000005
4,existing_wind,PRT-20_1,electricity,gw,0.82
4,existing_wind,PRT-3_1,electricity,gw,0.13999999999999999
4,existing_wind,PRT-4_1,electricity,gw,0.35
4,existing_wind,PRT-5_1,electricity,gw,0.1799999999999
4,existing_wind,PRT-6_1,electricity,gw,0.67
4,existing_wind,PRT-7_1,electricity,gw,0.4799999999999
4,existing_wind,PRT-9_1,electricity,gw,0.23
4,hydro_reservoir,PRT_1,electricity,gw,1.1303999999999998
4,hydro_reservoir,PRT_2,electricity,gw,0.205
4,hydro_run_of_river,PRT_1,electricity,gw,1.4028
4,hydro_run_of_river,PRT_2,electricity,gw,0.2127
4,open_field_pv,PRT-10_1,electricity,gw,0.0014736473840342558
4,open_field_pv,PRT-11_1,electricity,gw,0.001930719341667083
4,open_field_pv,PRT-12_1,electricity,gw,0.0011062809973537667
4,open_field_pv,PRT-14_1,electricity,gw,0.0009248508604483344
4,open_field_pv,PRT-15_1,electricity,gw,0.0010132321272129515
4,open_field_pv,PRT-16_1,electricity,gw,0.0008901352992537441
4,open_field_pv,PRT-17_1,electricity,gw,0.0011105807344235052
4,open_field_pv,PRT-18_1,electricity,gw,0.0006660485370324842
4,open_field_pv,PRT-19_1,electricity,gw,0.0005026519569312809
4,open_field_pv,PRT-20_1,electricity,gw,0.0005998180570610962
4,open_field_pv,PRT-3_1,electricity,gw,0.0012902813318184413
4,open_field_pv,PRT-4_1,electricity,gw,0.0007254294683536484
4,open_field_pv,PRT-5_1,electricity,gw,0.000608292631688236
4,open_field_pv,PRT-6_1,electricity,gw,0.0010375892009579087
4,open_field_pv,PRT-7_1,electricity,gw,0.000964109912577496
4,open_field_pv,PRT-8_1,electricity,gw,0.0010715504721108525
4,open_field_pv,PRT-9_1,electricity,gw,4.8014833486999
4,pumped_hydro,PRT_1,electricity,gw,3.126
4,pumped_hydro,PRT_2,electricity,gw,0.514
4,wind_onshore,PRT-10_1,electricity,gw,0.0033074027278199958
4,wind_onshore,PRT-11_1,electricity,gw,1.1316101455299001
4,wind_onshore,PRT-12_1,electricity,gw,1.9633212739133998
4,wind_onshore,PRT-14_1,electricity,gw,0.003866089794549257
4,wind_onshore,PRT-15_1,electricity,gw,0.0005514003051212381
4,wind_onshore,PRT-16_1,electricity,gw,0.0035042014214607944
4,wind_onshore,PRT-17_1,electricity,gw,0.0066892132779693605
4,wind_onshore,PRT-18_1,electricity,gw,0.0020901195117859653
4,wind_onshore,PRT-19_1,electricity,gw,0.0007237195240182274
4,wind_onshore,PRT-20_1,electricity,gw,0.0009171093724883076
4,wind_onshore,PRT-3_1,electricity,gw,6.4689408160181
4,wind_onshore,PRT-4_1,electricity,gw,0.0011371038833053666
4,wind_onshore,PRT-5_1,electricity,gw,0.0010340057568574638
4,wind_onshore,PRT-6_1,electricity,gw,3.226496494819
4,wind_onshore,PRT-7_1,electricity,gw,0.0012922411855218303
4,wind_onshore,PRT-8_1,electricity,gw,0.006414244750403034
4,wind_onshore,PRT-9_1,electricity,gw,12.6062321194689
5,battery,PRT_1,electricity,gw,0.001013306717840911
5,battery,PRT_2,electricity,gw,0.0018852825512110968
5,ccgt,PRT_1,electricity,gw,0.0006522873999069796
5,ccgt,PRT_2,electricity,gw,0.6051504998876
5,chp_biofuel_extraction,PRT_1,electricity,gw,0.0009918039351139549
5,chp_biofuel_extraction,PRT_1,heat,gw,0.0017201499908898316
5,chp_biofuel_extraction,PRT_2,heat,gw,0.0005023431922574964
5,chp_hydrogen,PRT_1,heat,gw,0.000294240195857298
5,chp_hydrogen,PRT_2,heat,gw,0.00034804132812286335
5,chp_methane_extraction,PRT_1,heat,gw,0.00020645854857575329
5,chp_methane_extraction,PRT_2,heat,gw,0.0001645747269477814
5,chp_wte_back_pressure,PRT_1,electricity,gw,0.07618123692542064
5,chp_wte_back_pressure,PRT_1,heat,gw,0.00018511107364523218
5,chp_wte_back_pressure,PRT_2,electricity,gw,0.07456043442086027
5,chp_wte_back_pressure,PRT_2,heat,gw,0.00020850430147445316
5,electrolysis,PRT_1,hydrogen,gw,0.0017390264021793838
5,electrolysis,PRT_2,hydrogen,gw,3.377776371451
5,existing_pv,PRT-10_1,electricity,gw,0.2
5,existing_pv,PRT-12_1,electricity,gw,0.1
5,existing_pv,PRT-15_1,electricity,gw,0.2
5,existing_pv,PRT-3_1,electricity,gw,0.5
5,existing_pv,PRT-9_1,electricity,gw,0.1
5,existing_wind,PRT-10_1,electricity,gw,0.11
5,existing_wind,PRT-11_1,electricity,gw,0.43
5,existing_wind,PRT-12_1,electricity,gw,0.1
5,existing_wind,PRT-15_1,electricity,gw,0.11999999999989999
5,existing_wind,PRT-16_1,electricity,gw,0.030000000000000002
5,existing_wind,PRT-17_1,electricity,gw,0.08
5,existing_wind,PRT-18_1,electricity,gw,0.83
5,existing_wind,PRT-19_1,electricity,gw,0.7699999999999999
5,existing_wind,PRT-1_1,electricity,gw,0.060000000000000005
5,existing_wind,PRT-20_1,electricity,gw,0.82
5,existing_wind,PRT-3_1,electricity,gw,0.13999999999999999
5,existing_wind,PRT-4_1,electricity,gw,0.35
5,existing_wind,PRT-5_1,electricity,gw,0.1799999999999
5,existing_wind,PRT-6_1,electricity,gw,0.67
5,existing_wind,PRT-7_1,electricity,gw,0.4799999999999
5,existing_wind,PRT-9_1,electricity,gw,0.23
5,hydro_reservoir,PRT_1,electricity,gw,1.1303999999999998
5,hydro_reservoir,PRT_2,electricity,gw,0.205
5,hydro_run_of_river,PRT_1,electricity,gw,1.4028
5,hydro_run_of_river,PRT_2,electricity,gw,0.2127
5,open_field_pv,PRT-10_1,electricity,gw,0.004419447396510355
5,open_field_pv,PRT-11_1,electricity,gw,4.4297531373616
5,open_field_pv,PRT-15_1,electricity,gw,0.0011026191168242688
5,open_field_pv,PRT-3_1,electricity,gw,3.1963237183542
5,open_field_pv,PRT-6_1,electricity,gw,0.015192805896486887
5,open_field_pv,PRT-7_1,electricity,gw,0.000840852197375514
5,pumped_hydro,PRT_1,electricity,gw,3.126
5,pumped_hydro,PRT_2,electricity,gw,0.514
5,wind_onshore,PRT-10_1,electricity,gw,0.0006279243241547759
5,wind_onshore,PRT-11_1,electricity,gw,0.0005910837172242102
5,wind_onshore,PRT-12_1,electricity,gw,0.002257824940390446
5,wind_onshore,PRT-16_1,electricity,gw,0.0012331357957098819
5,wind_onshore,PRT-17_1,electricity,gw,2.6248244892409
