spores,techs,locs,carriers,unit,generated_building_heat
23,hp,PRT_2,heat,twh,10.45915493905793
23,methane_boiler,PRT_1,heat,twh,0.1208502786047717
23,methane_boiler,PRT_2,heat,twh,0.0382789959629155
24,biofuel_boiler,PRT_1,heat,twh,0.0770719925699094
24,biofuel_boiler,PRT_2,heat,twh,0.0082272532217764
24,electric_heater,PRT_1,heat,twh,0.0329289632143383
24,electric_heater,PRT_2,heat,twh,0.0403887840829693
24,hp,PRT_1,heat,twh,8.88186804017611
24,hp,PRT_2,heat,twh,10.686057515897035
24,methane_boiler,PRT_1,heat,twh,0.0131845812633314
24,methane_boiler,PRT_2,heat,twh,0.0050510435867789
25,biofuel_boiler,PRT_1,heat,twh,0.0753658993570307
25,biofuel_boiler,PRT_2,heat,twh,0.0277920546268328
25,electric_heater,PRT_1,heat,twh,0.1272479436742982
25,electric_heater,PRT_2,heat,twh,0.1170742645145786
25,hp,PRT_1,heat,twh,8.773838199609468
25,hp,PRT_2,heat,twh,10.57447642206153
25,methane_boiler,PRT_1,heat,twh,0.0235931246829144
25,methane_boiler,PRT_2,heat,twh,0.0112487317800258
26,biofuel_boiler,PRT_1,heat,twh,1.200265247513346
26,biofuel_boiler,PRT_2,heat,twh,0.0612768968811845
26,electric_heater,PRT_1,heat,twh,0.1518745412837269
26,electric_heater,PRT_2,heat,twh,0.1460542197384664
26,hp,PRT_1,heat,twh,7.503980977564391
26,hp,PRT_2,heat,twh,10.458240370588555
26,methane_boiler,PRT_1,heat,twh,0.0783421889739635
26,methane_boiler,PRT_2,heat,twh,0.0319256624739743
27,biofuel_boiler,PRT_1,heat,twh,0.0410410529555125
27,biofuel_boiler,PRT_2,heat,twh,0.0165706258851432
27,electric_heater,PRT_1,heat,twh,0.0909054680262067
27,electric_heater,PRT_2,heat,twh,0.0942830875942838
27,hp,PRT_1,heat,twh,8.879328371345066
27,hp,PRT_2,heat,twh,10.624616221861812
27,methane_boiler,PRT_1,heat,twh,0.0142465715526648
27,methane_boiler,PRT_2,heat,twh,0.0107740323062446
28,biofuel_boiler,PRT_1,heat,twh,0.0583074706320097
28,biofuel_boiler,PRT_2,heat,twh,0.0248132528326903
28,electric_heater,PRT_1,heat,twh,0.0602999137232151
28,electric_heater,PRT_2,heat,twh,0.0611887149563839
28,hp,PRT_1,heat,twh,8.884812238763274
28,hp,PRT_2,heat,twh,10.630932310038745
28,methane_boiler,PRT_1,heat,twh,0.020066781875998
28,methane_boiler,PRT_2,heat,twh,0.0097602127337976
29,biofuel_boiler,PRT_1,heat,twh,0.4160797075690535
29,biofuel_boiler,PRT_2,heat,twh,0.1388570831116809
29,electric_heater,PRT_1,heat,twh,0.2576890939678926
29,electric_heater,PRT_2,heat,twh,0.2922898656249858
29,hp,PRT_1,heat,twh,8.04142237258149
29,hp,PRT_2,heat,twh,10.16095937029
29,methane_boiler,PRT_1,heat,twh,0.1693936516763005
29,methane_boiler,PRT_2,heat,twh,0.063994590672375
30,biofuel_boiler,PRT_1,heat,twh,0.460174082415596
30,biofuel_boiler,PRT_2,heat,twh,0.0780915941126374
30,electric_heater,PRT_1,heat,twh,0.099244508236462
30,electric_heater,PRT_2,heat,twh,0.1660653060307052
30,hp,PRT_1,heat,twh,8.285015131159533
30,hp,PRT_2,heat,twh,10.45100217371639
30,methane_boiler,PRT_1,heat,twh,0.098460055508852
30,methane_boiler,PRT_2,heat,twh,0.0301822107181
31,biofuel_boiler,PRT_1,heat,twh,0.102899152110296
31,biofuel_boiler,PRT_2,heat,twh,0.058100930347448
31,electric_heater,PRT_1,heat,twh,0.1894716074199661
31,electric_heater,PRT_2,heat,twh,0.2257127688769361
31,hp,PRT_1,heat,twh,8.631401585820814
31,hp,PRT_2,heat,twh,10.402855299597258
31,methane_boiler,PRT_1,heat,twh,0.0447535049805185
31,methane_boiler,PRT_2,heat,twh,0.0315645508206793
32,biofuel_boiler,PRT_1,heat,twh,0.1036866240166215
32,biofuel_boiler,PRT_2,heat,twh,0.0072738386078038
32,electric_heater,PRT_1,heat,twh,0.0257455683683347
32,electric_heater,PRT_2,heat,twh,0.0267830952177027
32,hp,PRT_1,heat,twh,8.89097694550732
32,hp,PRT_2,heat,twh,10.709924673034545
32,methane_boiler,PRT_1,heat,twh,0.0127216546859704
32,methane_boiler,PRT_2,heat,twh,0.003868083003671
33,biofuel_boiler,PRT_1,heat,twh,0.4242771117344318
33,biofuel_boiler,PRT_2,heat,twh,0.0159187690477958
33,electric_heater,PRT_1,heat,twh,0.0666094928749156
33,electric_heater,PRT_2,heat,twh,0.0786450316244977
33,hp,PRT_1,heat,twh,8.440067831335606
33,hp,PRT_2,heat,twh,10.646845985096077
33,methane_boiler,PRT_1,heat,twh,0.0650012564667817
33,methane_boiler,PRT_2,heat,twh,0.0077040255245525
34,biofuel_boiler,PRT_1,heat,twh,0.0623789292446018
34,biofuel_boiler,PRT_2,heat,twh,0.0100390781385015
34,electric_heater,PRT_1,heat,twh,0.0194375167946497
34,electric_heater,PRT_2,heat,twh,0.0185606318686195
34,hp,PRT_1,heat,twh,8.941247816432728
34,hp,PRT_2,heat,twh,10.707291334223171
34,methane_boiler,PRT_1,heat,twh,0.0099746203497022
34,methane_boiler,PRT_2,heat,twh,0.003836695883873
35,biofuel_boiler,PRT_1,heat,twh,0.0774715045420705
35,biofuel_boiler,PRT_2,heat,twh,0.0108338860321973
35,electric_heater,PRT_1,heat,twh,0.0415825702179507
35,electric_heater,PRT_2,heat,twh,0.0436964440634404
35,hp,PRT_1,heat,twh,8.895009692088681
35,hp,PRT_2,heat,twh,10.685589502271956
35,methane_boiler,PRT_1,heat,twh,0.0155147798950036
35,methane_boiler,PRT_2,heat,twh,0.0048444020449767
36,biofuel_boiler,PRT_1,heat,twh,0.1069790898506173
36,biofuel_boiler,PRT_2,heat,twh,0.0297866630208918
36,electric_heater,PRT_1,heat,twh,0.0771290053893581
36,electric_heater,PRT_2,heat,twh,0.0851207056793567
36,hp,PRT_1,heat,twh,8.8029792751171
36,hp,PRT_2,heat,twh,10.603940624769344
36,methane_boiler,PRT_1,heat,twh,0.0252935528139043
36,methane_boiler,PRT_2,heat,twh,0.0110090902270466
37,biofuel_boiler,PRT_1,heat,twh,0.1294035622701576
37,biofuel_boiler,PRT_2,heat,twh,0.0055076161472219
37,electric_heater,PRT_1,heat,twh,0.0286715785405867
37,electric_heater,PRT_2,heat,twh,0.0272775041602228
37,hp,PRT_1,heat,twh,8.848242640743495
37,hp,PRT_2,heat,twh,10.693157682791217
37,methane_boiler,PRT_1,heat,twh,0.0158858971609298
37,methane_boiler,PRT_2,heat,twh,0.0032970363775282
38,biofuel_boiler,PRT_1,heat,twh,0.101867415824459
38,biofuel_boiler,PRT_2,heat,twh,0.0029365085224082
38,electric_heater,PRT_1,heat,twh,0.0150457449041659
38,electric_heater,PRT_2,heat,twh,0.0160582014337672
38,hp,PRT_1,heat,twh,8.898869237428942
38,hp,PRT_2,heat,twh,10.705751853384124
38,methane_boiler,PRT_1,heat,twh,0.0100695634619676
38,methane_boiler,PRT_2,heat,twh,0.0012845421652049
39,biofuel_boiler,PRT_1,heat,twh,0.0234909706233228
39,biofuel_boiler,PRT_2,heat,twh,0.0092124506387148
39,electric_heater,PRT_1,heat,twh,0.0493312165213825
39,electric_heater,PRT_2,heat,twh,0.0459304111281691
39,hp,PRT_1,heat,twh,8.940012931852019
39,hp,PRT_2,heat,twh,10.658285849180002
39,methane_boiler,PRT_1,heat,twh,0.0091329912586621
39,methane_boiler,PRT_2,heat,twh,0.0063602105195018
40,biofuel_boiler,PRT_1,heat,twh,0.3475154999168388
40,biofuel_boiler,PRT_2,heat,twh,0.0469989437531794
40,electric_heater,PRT_1,heat,twh,0.0921175467428224
40,electric_heater,PRT_2,heat,twh,0.0943611457049183
40,hp,PRT_1,heat,twh,8.505859276348318
40,hp,PRT_2,heat,twh,10.56667082569962
40,methane_boiler,PRT_1,heat,twh,0.0557263486805181
40,methane_boiler,PRT_2,heat,twh,0.0145875703801301
41,biofuel_boiler,PRT_1,heat,twh,0.2851251943061479
41,biofuel_boiler,PRT_2,heat,twh,0.0125927025751493
41,electric_heater,PRT_1,heat,twh,0.0315530687657517
41,electric_heater,PRT_2,heat,twh,0.0313546478810277
41,hp,PRT_1,heat,twh,8.679396694656228
41,hp,PRT_2,heat,twh,10.678787317860785
41,methane_boiler,PRT_1,heat,twh,0.0213717222444504
41,methane_boiler,PRT_2,heat,twh,0.005068166555399
42,biofuel_boiler,PRT_1,heat,twh,0.1236394121641337
42,biofuel_boiler,PRT_2,heat,twh,0.0226710120321181
42,electric_heater,PRT_1,heat,twh,0.0505324910222405
42,electric_heater,PRT_2,heat,twh,0.0567876149610197
42,hp,PRT_1,heat,twh,8.81339901587732
42,hp,PRT_2,heat,twh,10.63848147922074
42,methane_boiler,PRT_1,heat,twh,0.0249939915558177
42,methane_boiler,PRT_2,heat,twh,0.0078685645950911
43,biofuel_boiler,PRT_1,heat,twh,0.1360329783273218
43,biofuel_boiler,PRT_2,heat,twh,0.0389921036695398
43,electric_heater,PRT_1,heat,twh,0.0961343144374815
43,electric_heater,PRT_2,heat,twh,0.1008644341900005
43,hp,PRT_1,heat,twh,8.703951680586915
43,hp,PRT_2,heat,twh,10.556071444820429
43,methane_boiler,PRT_1,heat,twh,0.0432877236922222
43,methane_boiler,PRT_2,heat,twh,0.0159856574710329
44,biofuel_boiler,PRT_1,heat,twh,0.2782041018806723
44,biofuel_boiler,PRT_2,heat,twh,0.0990087729879252
44,electric_heater,PRT_1,heat,twh,0.3094834240753127
44,electric_heater,PRT_2,heat,twh,0.3123161202050911
44,hp,PRT_1,heat,twh,8.017753031712013
44,hp,PRT_2,heat,twh,10.142983438846349
44,methane_boiler,PRT_1,heat,twh,0.1434453582703165
44,methane_boiler,PRT_2,heat,twh,0.0575548416099631
45,biofuel_boiler,PRT_1,heat,twh,0.0556592181345155
45,biofuel_boiler,PRT_2,heat,twh,0.0171625249712163
45,electric_heater,PRT_1,heat,twh,0.144209731646795
45,electric_heater,PRT_2,heat,twh,0.1855851546710419
45,hp,PRT_1,heat,twh,8.736437868291352
45,hp,PRT_2,heat,twh,10.528183950958772
45,methane_boiler,PRT_1,heat,twh,0.0260102749786967
45,methane_boiler,PRT_2,heat,twh,0.014648962271092
46,biofuel_boiler,PRT_1,heat,twh,0.0446588442128261
46,biofuel_boiler,PRT_2,heat,twh,0.0121874031669522
46,electric_heater,PRT_1,heat,twh,0.0710578491729589
46,electric_heater,PRT_2,heat,twh,0.1015432165124806
46,hp,PRT_1,heat,twh,8.85870465543938
46,hp,PRT_2,heat,twh,10.623268896011409
46,methane_boiler,PRT_1,heat,twh,0.01826817846431
46,methane_boiler,PRT_2,heat,twh,0.0090348031804561
47,biofuel_boiler,PRT_1,heat,twh,0.0780679590002082
47,biofuel_boiler,PRT_2,heat,twh,0.0106626097800883
47,electric_heater,PRT_1,heat,twh,0.0659658347279388
47,electric_heater,PRT_2,heat,twh,0.0889324526773695
47,hp,PRT_1,heat,twh,8.820304147523983
47,hp,PRT_2,heat,twh,10.63414224579089
47,methane_boiler,PRT_1,heat,twh,0.0201212091733082
47,methane_boiler,PRT_2,heat,twh,0.0095390047445168
48,biofuel_boiler,PRT_1,heat,twh,0.0553103392173833
48,biofuel_boiler,PRT_2,heat,twh,0.013002244374721
48,electric_heater,PRT_1,heat,twh,0.0510070739956733
48,electric_heater,PRT_2,heat,twh,0.0652227249903665
48,hp,PRT_1,heat,twh,8.860818701787393
48,hp,PRT_2,heat,twh,10.650316564314538
48,methane_boiler,PRT_1,heat,twh,0.0244581939981428
48,methane_boiler,PRT_2,heat,twh,0.0075893187984884
49,biofuel_boiler,PRT_1,heat,twh,0.1197802323538178
49,biofuel_boiler,PRT_2,heat,twh,0.0205463124388964
49,electric_heater,PRT_1,heat,twh,0.0842469533943342
49,electric_heater,PRT_2,heat,twh,0.1120750511101051
49,hp,PRT_1,heat,twh,8.738522871689524
49,hp,PRT_2,heat,twh,10.591438070905951
49,methane_boiler,PRT_1,heat,twh,0.0338870537875422
49,methane_boiler,PRT_2,heat,twh,0.0131619003196731
50,biofuel_boiler,PRT_1,heat,twh,0.1964445441146679
50,biofuel_boiler,PRT_2,heat,twh,0.0476171825765316
50,electric_heater,PRT_1,heat,twh,0.1430067113341312
50,electric_heater,PRT_2,heat,twh,0.1824246130675756
50,hp,PRT_1,heat,twh,8.489648180471518
50,hp,PRT_2,heat,twh,10.450652029592929
50,methane_boiler,PRT_1,heat,twh,0.0861579988321682
50,methane_boiler,PRT_2,heat,twh,0.0242722970338703
51,biofuel_boiler,PRT_1,heat,twh,6.451765076691067e-05
51,biofuel_boiler,PRT_2,heat,twh,6.806556111360872e-05
51,electric_heater,PRT_1,heat,twh,0.0025989105821945
51,electric_heater,PRT_2,heat,twh,0.0038067664737105
51,hp,PRT_1,heat,twh,8.981934637549548
51,hp,PRT_2,heat,twh,10.65670603832395
51,methane_boiler,PRT_1,heat,twh,0.0002554996826387
51,methane_boiler,PRT_2,heat,twh,0.0003309353550739
52,biofuel_boiler,PRT_1,heat,twh,7.146124263925962e-05
52,biofuel_boiler,PRT_2,heat,twh,5.72526072728176e-05
52,electric_heater,PRT_1,heat,twh,0.0073150523028204
52,electric_heater,PRT_2,heat,twh,0.0091753735130604
52,hp,PRT_1,heat,twh,8.976732802007676
52,hp,PRT_2,heat,twh,10.65029884554978
52,methane_boiler,PRT_1,heat,twh,0.0009177229092499
52,methane_boiler,PRT_2,heat,twh,0.0012327294559178
53,biofuel_boiler,PRT_1,heat,twh,0.0001148725212565
53,biofuel_boiler,PRT_2,heat,twh,0.0001396243614262
53,electric_heater,PRT_1,heat,twh,0.0085106438855856
53,electric_heater,PRT_2,heat,twh,0.0106397479963639
53,hp,PRT_1,heat,twh,8.975653590546079
53,hp,PRT_2,heat,twh,10.649324284111792
53,methane_boiler,PRT_1,heat,twh,0.0010157752156679
53,methane_boiler,PRT_2,heat,twh,0.0013222229703986
54,biofuel_boiler,PRT_1,heat,twh,4.3538769252621775e-05
54,biofuel_boiler,PRT_2,heat,twh,4.468379926223653e-05
54,electric_heater,PRT_1,heat,twh,0.0069157161568423
54,electric_heater,PRT_2,heat,twh,0.0079398439667452
54,hp,PRT_1,heat,twh,8.977051817119868
54,hp,PRT_2,heat,twh,10.651719998162545
54,methane_boiler,PRT_1,heat,twh,0.0009297158172802
54,methane_boiler,PRT_2,heat,twh,0.0011914335581221
55,biofuel_boiler,PRT_1,heat,twh,1.027220154356059e-05
55,biofuel_boiler,PRT_2,heat,twh,1.0718499425459414e-05
55,electric_heater,PRT_1,heat,twh,0.0007472562512107
55,electric_heater,PRT_2,heat,twh,0.000828634676144
55,hp,PRT_1,heat,twh,8.983677810515744
55,hp,PRT_2,heat,twh,10.659445866846925
55,methane_boiler,PRT_1,heat,twh,7.945556671252072e-05
55,methane_boiler,PRT_2,heat,twh,0.0001043571800564
56,biofuel_boiler,PRT_1,heat,twh,6.943526496415605e-05
56,biofuel_boiler,PRT_2,heat,twh,7.174505018679745e-05
56,electric_heater,PRT_1,heat,twh,0.0068108866938414
56,electric_heater,PRT_2,heat,twh,0.0087558894531955
56,hp,PRT_1,heat,twh,8.977216925934774
56,hp,PRT_2,heat,twh,10.650957321308937
56,methane_boiler,PRT_1,heat,twh,0.0008795064784245
56,methane_boiler,PRT_2,heat,twh,0.0011704446662544
57,biofuel_boiler,PRT_1,heat,twh,2.8084380593794183e-05
57,biofuel_boiler,PRT_2,heat,twh,3.5928308772586735e-05
57,electric_heater,PRT_1,heat,twh,0.0031195160199584
57,electric_heater,PRT_2,heat,twh,0.0037173510433663
57,hp,PRT_1,heat,twh,8.981153103087268
57,hp,PRT_2,heat,twh,10.656382861558257
57,methane_boiler,PRT_1,heat,twh,0.0003954311731035
57,methane_boiler,PRT_2,heat,twh,0.000512145165526
58,biofuel_boiler,PRT_1,heat,twh,6.508259933365959e-05
58,biofuel_boiler,PRT_2,heat,twh,5.684803975636705e-05
58,electric_heater,PRT_1,heat,twh,0.006439762303912
58,electric_heater,PRT_2,heat,twh,0.0075949061523683
58,hp,PRT_1,heat,twh,8.97751624592279
58,hp,PRT_2,heat,twh,10.651996722440105
58,methane_boiler,PRT_1,heat,twh,0.0008640810480347
58,methane_boiler,PRT_2,heat,twh,0.0011133968257539
59,biofuel_boiler,PRT_1,heat,twh,5.985313630575891e-05
59,biofuel_boiler,PRT_2,heat,twh,5.961675153627808e-05
59,electric_heater,PRT_1,heat,twh,0.0030980334783559
59,electric_heater,PRT_2,heat,twh,0.0036208516303604
59,hp,PRT_1,heat,twh,8.981239217900557
59,hp,PRT_2,heat,twh,10.656548597501148
59,methane_boiler,PRT_1,heat,twh,0.0003400706671576
59,methane_boiler,PRT_2,heat,twh,0.0004426326408268
