spores,techs,locs,carriers,unit,nameplate_capacity
4,open_field_pv,PRT-11_1,electricity,gw,0.0006249456748762495
4,open_field_pv,PRT-12_1,electricity,gw,0.11637732843
4,open_field_pv,PRT-14_1,electricity,gw,0.012492437547061284
4,open_field_pv,PRT-15_1,electricity,gw,0.014937432396287822
4,open_field_pv,PRT-16_1,electricity,gw,0.029049846913570643
4,open_field_pv,PRT-17_1,electricity,gw,0.08257549651286203
4,open_field_pv,PRT-18_1,electricity,gw,0.011623343126856844
4,open_field_pv,PRT-19_1,electricity,gw,0.020925035565928254
4,open_field_pv,PRT-20_1,electricity,gw,0.023130441462543543
4,open_field_pv,PRT-3_1,electricity,gw,3.8847808407276
4,open_field_pv,PRT-4_1,electricity,gw,0.006235644140426331
4,open_field_pv,PRT-5_1,electricity,gw,0.024816452245419156
4,open_field_pv,PRT-6_1,electricity,gw,0.022220719535773373
4,open_field_pv,PRT-7_1,electricity,gw,0.01600396921491193
4,open_field_pv,PRT-8_1,electricity,gw,0.09207068120454347
4,open_field_pv,PRT-9_1,electricity,gw,0.003721833993155536
4,pumped_hydro,PRT_1,electricity,gw,3.126
4,pumped_hydro,PRT_2,electricity,gw,0.514
4,roof_mounted_pv,PRT-10_1,electricity,gw,0.009904744808254283
4,roof_mounted_pv,PRT-11_1,electricity,gw,0.010266684002049482
4,roof_mounted_pv,PRT-12_1,electricity,gw,0.011439800500078416
4,roof_mounted_pv,PRT-14_1,electricity,gw,0.010536810410500759
4,roof_mounted_pv,PRT-15_1,electricity,gw,0.010444822443945661
4,roof_mounted_pv,PRT-16_1,electricity,gw,0.010585438513499345
4,roof_mounted_pv,PRT-17_1,electricity,gw,0.011347967792901462
4,roof_mounted_pv,PRT-18_1,electricity,gw,0.008831199228043153
4,roof_mounted_pv,PRT-19_1,electricity,gw,0.009377187371567284
4,roof_mounted_pv,PRT-20_1,electricity,gw,0.009432598083578868
4,roof_mounted_pv,PRT-3_1,electricity,gw,0.011472693467454572
4,roof_mounted_pv,PRT-4_1,electricity,gw,0.009243920399734614
