spores,techs,locs,carriers,unit,generated_district_heat
41,chp_hydrogen,PRT_1,heat,twh,0.0550791302599578
41,chp_hydrogen,PRT_2,heat,twh,0.0562358454498996
41,chp_methane_extraction,PRT_1,heat,twh,0.0487872437289875
41,chp_methane_extraction,PRT_2,heat,twh,0.0261571751227913
41,chp_wte_back_pressure,PRT_1,heat,twh,0.0344286346634015
41,chp_wte_back_pressure,PRT_2,heat,twh,0.0352774392710142
42,chp_biofuel_extraction,PRT_1,heat,twh,0.2732275586579826
42,chp_biofuel_extraction,PRT_2,heat,twh,0.2253717844837553
42,chp_hydrogen,PRT_1,heat,twh,0.0825126317682486
42,chp_hydrogen,PRT_2,heat,twh,0.0880462037929866
42,chp_methane_extraction,PRT_1,heat,twh,0.0466678405906168
42,chp_methane_extraction,PRT_2,heat,twh,0.033995595048103
42,chp_wte_back_pressure,PRT_1,heat,twh,0.0350809707417249
42,chp_wte_back_pressure,PRT_2,heat,twh,0.0362310361064357
43,chp_biofuel_extraction,PRT_1,heat,twh,0.2928517656645526
43,chp_biofuel_extraction,PRT_2,heat,twh,0.2419828890220201
43,chp_hydrogen,PRT_1,heat,twh,0.0885348627743129
43,chp_hydrogen,PRT_2,heat,twh,0.0918245774402883
43,chp_methane_extraction,PRT_1,heat,twh,0.0483836162535052
43,chp_methane_extraction,PRT_2,heat,twh,0.0350570717149951
43,chp_wte_back_pressure,PRT_1,heat,twh,0.0336106559754112
43,chp_wte_back_pressure,PRT_2,heat,twh,0.0358996904086569
44,chp_biofuel_extraction,PRT_1,heat,twh,0.2827616393319133
44,chp_biofuel_extraction,PRT_2,heat,twh,0.2230711440484444
44,chp_hydrogen,PRT_1,heat,twh,0.0963039115886869
44,chp_hydrogen,PRT_2,heat,twh,0.0987774555564022
44,chp_methane_extraction,PRT_1,heat,twh,0.0612113307542458
44,chp_methane_extraction,PRT_2,heat,twh,0.043961839665179
44,chp_wte_back_pressure,PRT_1,heat,twh,0.0472093745562692
44,chp_wte_back_pressure,PRT_2,heat,twh,0.0485622602944256
45,chp_biofuel_extraction,PRT_1,heat,twh,0.2398481074323229
45,chp_biofuel_extraction,PRT_2,heat,twh,0.2038675535855881
45,chp_hydrogen,PRT_1,heat,twh,0.0672338421859735
45,chp_hydrogen,PRT_2,heat,twh,0.0712181174608366
45,chp_methane_extraction,PRT_1,heat,twh,0.0378629693169363
45,chp_methane_extraction,PRT_2,heat,twh,0.0276989496571296
45,chp_wte_back_pressure,PRT_1,heat,twh,0.0279298929196307
45,chp_wte_back_pressure,PRT_2,heat,twh,0.0290011090491684
46,chp_biofuel_extraction,PRT_1,heat,twh,0.2558290438611139
46,chp_biofuel_extraction,PRT_2,heat,twh,0.2027330899778749
46,chp_hydrogen,PRT_1,heat,twh,0.0792041875590413
46,chp_hydrogen,PRT_2,heat,twh,0.0821400811812361
46,chp_methane_extraction,PRT_1,heat,twh,0.0501084308999414
46,chp_methane_extraction,PRT_2,heat,twh,0.0356967877719243
46,chp_wte_back_pressure,PRT_1,heat,twh,0.0382292480634499
46,chp_wte_back_pressure,PRT_2,heat,twh,0.0396519221415331
47,chp_biofuel_extraction,PRT_1,heat,twh,0.2419063399306442
47,chp_biofuel_extraction,PRT_2,heat,twh,0.1847799712253494
47,chp_hydrogen,PRT_1,heat,twh,0.0629146664984667
47,chp_hydrogen,PRT_2,heat,twh,0.0661130946105974
47,chp_methane_extraction,PRT_1,heat,twh,0.0408195162940457
47,chp_methane_extraction,PRT_2,heat,twh,0.0282691979889932
47,chp_wte_back_pressure,PRT_1,heat,twh,0.0302587065757869
47,chp_wte_back_pressure,PRT_2,heat,twh,0.0314597201086042
48,chp_biofuel_extraction,PRT_1,heat,twh,0.361562044765513
48,chp_biofuel_extraction,PRT_2,heat,twh,0.2582505485342941
48,chp_hydrogen,PRT_1,heat,twh,0.1380060626175461
48,chp_hydrogen,PRT_2,heat,twh,0.1325864626419745
48,chp_methane_extraction,PRT_1,heat,twh,0.103465946088608
48,chp_methane_extraction,PRT_2,heat,twh,0.0755586581800997
48,chp_wte_back_pressure,PRT_1,heat,twh,0.090271312007155
48,chp_wte_back_pressure,PRT_2,heat,twh,0.0879076073484301
49,chp_biofuel_extraction,PRT_1,heat,twh,0.3665568544171107
49,chp_biofuel_extraction,PRT_2,heat,twh,0.2431375729112702
49,chp_hydrogen,PRT_1,heat,twh,0.1015336103729751
49,chp_hydrogen,PRT_2,heat,twh,0.1018485318759706
49,chp_methane_extraction,PRT_1,heat,twh,0.0721677352707718
49,chp_methane_extraction,PRT_2,heat,twh,0.0453948777992679
