spores,techs,locs,carriers,unit,storage_capacity
31,battery,PRT_2,electricity,twh,0.0007153780626344
31,heat_storage_big,PRT_2,heat,twh,0.0569242555572288
31,heat_storage_small,PRT_2,heat,twh,0.0026431973551199
31,hydro_reservoir,PRT_2,electricity,twh,0.1739601194724856
31,hydrogen_storage,PRT_2,hydrogen,twh,0.0030117872489606
31,methane_storage,PRT_2,methane,twh,1.785
31,pumped_hydro,PRT_2,electricity,twh,0.0058
32,battery,PRT_1,electricity,twh,0.0001246049656735
32,heat_storage_big,PRT_1,heat,twh,0.0370179947821514
32,heat_storage_small,PRT_1,heat,twh,0.0018990217784908
32,hydro_reservoir,PRT_1,electricity,twh,1.6428179933707294
32,hydrogen_storage,PRT_1,hydrogen,twh,0.0023476783705345
32,methane_storage,PRT_1,methane,twh,1.785
32,pumped_hydro,PRT_1,electricity,twh,0.505776103896104
32,battery,PRT_2,electricity,twh,0.0004056329774353
32,heat_storage_big,PRT_2,heat,twh,0.0631374101686282
32,heat_storage_small,PRT_2,heat,twh,0.002631227171952
32,hydro_reservoir,PRT_2,electricity,twh,0.1739601194724856
