spores,techs,exporting_region,unit,carriers,importing_region,transmission_capacity
92,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.546731751300699
92,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.546731751300699
92,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999992983551
92,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999992983551
93,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.35808739103
93,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.35808739103
93,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000508277382
93,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000508277382
94,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000047359383
94,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000047359383
94,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000057341478
94,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000057341478
95,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000222142645
95,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000222142645
95,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000009512527
95,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000009512527
96,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000068586887
96,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000068586887
96,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000047821
96,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000047821
97,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000054908151
97,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000054908151
97,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000002322411
97,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000002322411
98,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000041328752003
98,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000041328752003
98,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998446025
98,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998446025
99,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000058436413997
99,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000058436413997
99,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998741366
99,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998741366
100,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000074342695
100,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000074342695
100,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998527129996
100,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998527129996
101,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.7928265827964998
101,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.7928265827964998
101,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000164750612
101,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000164750612
102,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.6029820526104004
102,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.6029820526104004
102,ac_transmission,PRT_1,gw,electricity,PRT_2,4.2169119657241
102,ac_transmission,PRT_2,gw,electricity,PRT_1,4.2169119657241
103,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.6649806519443002
103,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.6649806519443002
103,ac_transmission,PRT_1,gw,electricity,PRT_2,4.2374396541678
103,ac_transmission,PRT_2,gw,electricity,PRT_1,4.2374396541678
104,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.1589802089694
104,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.1589802089694
104,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000003243417
104,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000003243417
105,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000071221907003
105,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000071221907003
105,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999199564
105,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999199564
106,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000117994538
106,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000117994538
106,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000018855872
106,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000018855872
107,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000027269981997
107,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000027269981997
107,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000004469879995
107,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000004469879995
108,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000006235778
108,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000006235778
108,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000020641343
108,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000020641343
109,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000015196827996
109,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000015196827996
109,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999997624313
109,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999997624313
110,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000182521559
110,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000182521559
110,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999290075
110,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999290075
111,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000074478907
111,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000074478907
111,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000009444469599
111,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000009444469599
112,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0003670999297
112,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0003670999297
112,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000147198556
112,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000147198556
113,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001323991734
113,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0001323991734
113,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000020175837
113,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000020175837
114,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000026267961
114,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000026267961
114,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000101723157
114,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000101723157
115,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000096556642
115,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000096556642
115,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998274526
115,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998274526
116,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000131618774
116,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000131618774
116,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001290768
116,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001290768
117,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000134739832998
117,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000134739832998
117,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999997576072
117,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999997576072
118,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000002507047
118,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000002507047
118,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999184553
118,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999184553
119,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000171733650998
119,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000171733650998
119,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999985592016998
119,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999985592016998
120,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000172942717
120,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000172942717
120,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999997023257996
120,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999997023257996
121,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001250819848
121,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0001250819848
121,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000062949057
121,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000062949057
122,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000028435277
122,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000028435277
122,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000249760889
122,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000249760889
123,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000266808284
123,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000266808284
123,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998230589004
123,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998230589004
124,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001050070413
124,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0001050070413
124,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999992068230004
124,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999992068230004
125,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999967225669
125,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999967225669
125,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999971902745997
125,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999971902745997
126,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000120234823
126,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000120234823
126,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999512274003
126,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999512274003
127,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000075230294
127,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000075230294
127,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000004130431
127,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000004130431
128,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000003530657
128,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000003530657
128,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999996820447996
128,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999996820447996
129,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000213146807
129,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000213146807
129,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000004601149
129,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000004601149
130,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999986396149
130,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999986396149
130,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000008959227
130,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000008959227
131,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000023529606
131,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000023529606
131,ac_transmission,PRT_1,gw,electricity,PRT_2,4.00000088806
131,ac_transmission,PRT_2,gw,electricity,PRT_1,4.00000088806
132,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000322496272998
132,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000322496272998
132,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998305079
132,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998305079
133,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0002740659372
133,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0002740659372
133,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999995956850003
133,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999995956850003
134,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000193628250003
134,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000193628250003
134,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000318676977
134,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000318676977
135,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000029297078
135,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000029297078
135,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000072958425
135,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000072958425
136,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000256091471
136,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000256091471
136,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999991315965997
136,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999991315965997
137,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000118867011
137,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000118867011
137,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999967648372
137,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999967648372
138,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000096602178
138,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000096602178
138,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998844923
138,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998844923
139,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999997005873
139,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999997005873
139,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000000059453201
139,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000000059453201
140,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999997902283
140,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999997902283
140,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999999229379
140,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999999229379
141,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000000324737
141,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000000324737
141,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000577406
141,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000577406
142,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001771432008
142,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0001771432008
142,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000027036105
142,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000027036105
143,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001429659184
143,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0001429659184
143,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000018499519
143,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000018499519
144,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000307373538
144,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000307373538
144,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999992311825996
144,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999992311825996
145,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000741530515
145,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000741530515
145,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999985471394996
145,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999985471394996
146,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000044367658
146,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000044367658
146,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000001494795
146,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000001494795
147,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000080846623
147,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000080846623
147,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998108413997
147,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998108413997
148,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000011159763997
148,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000011159763997
148,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001188847
148,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001188847
149,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000054036806
149,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000054036806
149,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999997202360995
149,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999997202360995
150,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000130900999
150,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000130900999
150,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998164349004
150,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998164349004
151,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,6.113476720533
151,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,6.113476720533
151,ac_transmission,PRT_1,gw,electricity,PRT_2,4.4049323049539
151,ac_transmission,PRT_2,gw,electricity,PRT_1,4.4049323049539
152,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.655672110596
152,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.655672110596
152,ac_transmission,PRT_1,gw,electricity,PRT_2,4.3702127502916
152,ac_transmission,PRT_2,gw,electricity,PRT_1,4.3702127502916
153,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.7609335584873
153,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.7609335584873
153,ac_transmission,PRT_1,gw,electricity,PRT_2,4.2905522783681
153,ac_transmission,PRT_2,gw,electricity,PRT_1,4.2905522783681
154,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.7692536893793
154,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.7692536893793
154,ac_transmission,PRT_1,gw,electricity,PRT_2,4.2988690294247
154,ac_transmission,PRT_2,gw,electricity,PRT_1,4.2988690294247
155,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.800438303834
155,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.800438303834
155,ac_transmission,PRT_1,gw,electricity,PRT_2,4.3298738432525
155,ac_transmission,PRT_2,gw,electricity,PRT_1,4.3298738432525
156,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.4690728742911
156,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.4690728742911
156,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000005186683
156,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000005186683
157,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.9781114204334003
157,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.9781114204334003
157,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000004610122
157,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000004610122
158,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000060691229997
158,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000060691229997
158,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000688083
158,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000688083
159,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000080240132
159,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000080240132
159,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000060123995
159,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000060123995
160,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000019365624997
160,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000019365624997
160,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999998863301998
160,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999998863301998
161,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.875136945076299
161,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.875136945076299
161,ac_transmission,PRT_1,gw,electricity,PRT_2,4.556839352720901
161,ac_transmission,PRT_2,gw,electricity,PRT_1,4.556839352720901
162,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.7592044480140006
162,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.7592044480140006
162,ac_transmission,PRT_1,gw,electricity,PRT_2,4.2886378408118
162,ac_transmission,PRT_2,gw,electricity,PRT_1,4.2886378408118
163,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.717873631234601
163,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.717873631234601
163,ac_transmission,PRT_1,gw,electricity,PRT_2,4.2486832687449
163,ac_transmission,PRT_2,gw,electricity,PRT_1,4.2486832687449
164,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,4.4675992963201
164,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,4.4675992963201
164,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001607514
164,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001607514
165,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000008738141997
165,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000008738141997
165,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000172645
165,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000172645
166,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999998928408997
166,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999998928408997
166,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999997410316004
166,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999997410316004
167,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000027731916
167,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000027731916
167,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001635117
167,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001635117
168,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,2.9999988850264
168,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,2.9999988850264
168,ac_transmission,PRT_1,gw,electricity,PRT_2,4.000009117162301
168,ac_transmission,PRT_2,gw,electricity,PRT_1,4.000009117162301
169,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000002785569
169,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000002785569
169,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999997107967995
169,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999997107967995
170,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000074031814
170,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000074031814
170,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999994969461
170,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999994969461
171,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,14.999985291571099
171,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,14.999985291571099
171,ac_transmission,PRT_1,gw,electricity,PRT_2,6.8745823146389
171,ac_transmission,PRT_2,gw,electricity,PRT_1,6.8745823146389
172,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,5.0227224756227
172,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,5.0227224756227
172,ac_transmission,PRT_1,gw,electricity,PRT_2,4.399022974257299
172,ac_transmission,PRT_2,gw,electricity,PRT_1,4.399022974257299
173,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.6845374951186
173,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.6845374951186
173,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000060436373
173,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000060436373
174,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.000288905092
174,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.000288905092
174,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000102707613
174,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000102707613
175,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000096775112
175,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000096775112
175,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000001481846
175,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000001481846
176,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0001174705248004
176,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0001174705248004
176,ac_transmission,PRT_1,gw,electricity,PRT_2,3.9999996119738004
176,ac_transmission,PRT_2,gw,electricity,PRT_1,3.9999996119738004
177,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000009696449
177,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000009696449
177,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000027169356
177,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000027169356
178,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000005919258
178,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000005919258
178,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000000934424
178,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000000934424
179,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000124707951
179,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000124707951
179,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000023588623
179,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000023588623
180,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000010509267
180,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000010509267
180,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0000033980765
180,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0000033980765
181,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.6914153188405
181,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.6914153188405
181,ac_transmission,PRT_1,gw,electricity,PRT_2,4.1112339854613
181,ac_transmission,PRT_2,gw,electricity,PRT_1,4.1112339854613
182,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.2263028838377
182,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.2263028838377
182,ac_transmission,PRT_1,gw,electricity,PRT_2,4.0331340318311995
182,ac_transmission,PRT_2,gw,electricity,PRT_1,4.0331340318311995
183,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.4513378208277
183,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.4513378208277
183,ac_transmission,PRT_1,gw,electricity,PRT_2,4.1466796933918
183,ac_transmission,PRT_2,gw,electricity,PRT_1,4.1466796933918
184,ac_transmission,ESP-sink,gw,electricity,PRT-6_1,3.0000014418336
184,ac_transmission,PRT-6_1,gw,electricity,ESP-sink,3.0000014418336
